Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference
Anabaena,--,264,102,81,Yes,1,Group I Introns,1,()()(()()[)()](()()),()()(((()))((((()))))[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_36,--
Ankistrodesmus stipitatus,U02540 U07412,408,152,129,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())(((((((())((())))))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_68,--
Annona cherimola,M61158,494,380,58,Yes,1,Group I Introns,1,()()(()()[)()](()()),()(())((())(())[[)()]](()()),([)],No,CRW2,--,CRW2_GII_E_47,--
Arxula adeninivorans,Z69913,450,242,105,Yes,1,Group I Introns,1,()()()((()())()[)()](()()),()()()((((((()())))))((()))[[)()]](()(())),([)],No,CRW2,--,CRW2_GII_E_59,--
Aureoumbra lagunensis,U57103,468,242,114,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()(())()(((((((()())())))))((()))[[)()]]((())(())()),([)],No,CRW2,--,CRW2_GII_E_67,--
Azoarcus,--,217,93,62,Yes,1,Group I Introns,1,()()(()()[)()](),()(())(((()))(())[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_37,--
Bacillus phage,M37686,908,746,81,Yes,1,Group I Introns,1,()()(()()[()())()](),()(())((())(())[[(())())()]](),([)],No,CRW2,--,CRW2_GII_V_3,--
Bacteriophage, --,403,229,87,Yes,1,Group I Introns,1,()()(()()[()())()](()()()),()()(((()))(())[[()())()]](()(())()),([)],No,CRW2,--,CRW2_GII_V_2,--
Bacteriophage,X59078,1115,977,70,Yes,1,Group I Introns,1,()()(()()[()())()]()()(),()()((())(())[[()())()]]()()(),([)],No,CRW2,--,CRW2_GII_V_1,--
Bangia atropurpurea,S81337,539,273,134,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()(())((()))(((((((((()()))(())))))))((()))[[)()]]((())(())(())),([)],No,CRW2,--,CRW2_GII_E_69,--
Bangia fuscopurpurea,D88387,1031,765,134,Yes,1,Group I Introns,1,()()()((()((()())()))()[)()](()()()),()((()))(())((((()(((((()()))()))))))((()))[[)()]]((())(())()),([)],No,CRW2,--,CRW2_GII_E_72,--
Bangia fuscopurpurea,D38233,503,265,120,Yes,1,Group I Introns,1,()()()((()((()())()))()[)()](()()()),()((()))()((((()(((((()()))()))))))((()))[[)()]]((())(())()),([)],No,CRW2,--,CRW2_GII_E_73,--
Bangia fuscopurpurea,D38233,566,250,159,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()()(((())))(((((((((()()))(())))))))((()))[[)()]]((())(())(())),([)],No,CRW2,--,CRW2_GII_E_74,--
Bangia Ireland,AF342745,541,331,105,Yes,1,Group I Introns,1,()((()((()())()))()[)()](()()()),()(((()(((((()()))())))))((()))[[)()]]((())(())()),([)],No,CRW2,--,CRW2_GII_E_75,--
Bangia Ireland,AF172557,627,321,153,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](()()()),()(()())((()))((((((((()))())))()))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_76,--
Bangia Ireland,AF172572,509,305,102,Yes,1,Group I Introns,1,()(((()())())()[)()](()()()),()(((((((((()()))(())))))))((()))[[)()]](()(())(())),([)],No,CRW2,--,CRW2_GII_E_77,--
Bangia Massachusetts,--,1022,810,106,Yes,1,Group I Introns,1,()((()((()())()))()[)()](()()()),()((((()(((((()()))()))))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_78,--
Bangia,--,537,279,130,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()()((()))(((((((((()()))()))))))(((())))[[)()]]((())(())()),([)],No,CRW2,--,CRW2_GII_E_81,--
Bensingtonia ciliata,U40258,357,145,107,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),((()))()()(((((((())())))()))(())[[)()]]((())),([)],No,CRW2,--,CRW2_GII_E_70,--
Bensingtonia ciliata,X56100,360,172,95,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),(())(())((((()))))(((((((())())))()))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_71,--
Bensingtonia yamatoana,--,480,194,144,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](()()()),()(()((((())))))((()))(((((((())())))()))((((()))))[[)()]]((((())))()()),([)],No,CRW2,--,CRW2_GII_E_79,--
Bensingtonia yamatoana,--,468,194,138,Yes,1,Group I Introns,1,()(()())()((()())()[)()](()()()),(((())))(()())(())((((((((()))(()))))))(((())))[[)()]](()((()))()),([)],No,CRW2,--,CRW2_GII_E_80,--
Candida albicans,--,459,205,127,Yes,1,Group I Introns,1,()()()(()()[)()](()()()),()(((())))((()))(((((())))((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_16,--
Candida dubliniensis,--,621,393,114,Yes,1,Group I Introns,1,()()()(()()[)()](()()()),()(((())))(())((((()))((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_17,--
Cenococcum geophilum,X77453,572,308,133,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](()()()),()(()())()((((((((())())))())))(((())))[[[)()]]]((())(((())))()),([)],No,CRW2,--,CRW2_GII_E_85,--
Cenococcum geophilum,--,557,343,107,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()(((((())))))(((())))[[)()]](()((()))(())),([)],No,CRW2,--,CRW2_GII_E_184,--
Cenococcum geophilum,--,565,345,110,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()(((((())))))((()))[[)()]](()((((()))))(())),([)],No,CRW2,--,CRW2_GII_E_175,--
Cenococcum geophilum,AF197123,595,379,108,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()((()((((()))))((()))[[))()]](()(((())))(())),([)],No,CRW2,--,CRW2_GII_E_176,--
Cenococcum geophilum,AF197121,552,346,103,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()((()(((((())))))((()))[[))()]](()(((())))(())),([)],No,CRW2,--,CRW2_GII_E_177,--
Cenococcum geophilum,--,573,353,110,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()(((((())))))(((())))[[)()]](()(((((())))))(())),([)],No,CRW2,--,CRW2_GII_E_178,--
Cenococcum geophilum,--,565,345,110,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()(((((())))))((()))[[)()]](()((()))(())),([)],No,CRW2,--,CRW2_GII_E_179,--
Cenococcum geophilum,--,559,337,111,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()((((()))))(((())))[[[)()]]]((())(((())))(())),([)],No,CRW2,--,CRW2_GII_E_180,--
Cenococcum geophilum,--,557,343,107,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()((((()))))(((())))[[)()]](()(((())))(())),([)],No,CRW2,--,CRW2_GII_E_181,--
Cenococcum geophilum,--,553,333,110,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()((((()))))((()))[[)()]](()(((())))(())),([)],No,CRW2,--,CRW2_GII_E_182,--
Cenococcum geophilum,--,571,343,114,Yes,1,Group I Introns,1,()(()()()[)()](()()()),()(()(((((())))))((()))[[)()]](()((((()))))(())),([)],No,CRW2,--,CRW2_GII_E_183,--
Characium saccatum,Z48533,476,192,143,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())(((((((())())))))((()))[[)(())]](()(())(((())))),([)],No,CRW2,--,CRW2_GII_E_88,--
Chlamydomonas eugametos,M90639,1053,889,83,Yes,1,Group I Introns,1,()()(()()[()())()]()()(),()()(((()))(())[[()())()]]()()(),([)],No,CRW2,--,CRW2_GII_E_7,--
Chlamydomonas moewusii,X13486,1844,1624,111,Yes,1,Group I Introns,1,()()(()()[)()](()()()),()()((())(())[[)((((()))))]](()(())()),([)],No,CRW2,--,CRW2_GII_E_14,--
Chlamydomonas pallidostigmatica,L36830,924,796,65,Yes,1,Group I Introns,1,()(()()[)()](),()((())((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_15,--
Chlamydomonas reinhardii, --,953,759,97,Yes,1,Group I Introns,1,()()(()()[()())()](()()),()()(((()))(())[[()())()]](()(())),([)],No,CRW2,--,CRW2_GII_E_8,--
Chlorella ellipsoidea,D38239,479,205,138,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](),((()))(()(()))()(((((((())())))()))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_83,--
Chlorella ellipsoidea,AF172578,504,228,139,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](),((()))(()(()))()(((((((())())))()))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_84,--
Chlorella luteoviridis,X63520,497,253,123,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),(((())))()()((((((())))()))((()))[[)()]](()(())(())),([)],No,CRW2,--,CRW2_GII_E_86,--
Chlorella mirabilis,D13324,526,230,149,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](),(((())))(()())()(((((((())((())))))((()))))(((())))[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_87,--
Chlorella saccharophila,--,427,225,101,Yes,1,Group I Introns,1,()()()(()()[)()](()()()),()(())(())(((())((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_18,--
Chlorella saccharophila,X73998,454,202,127,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())()((((((()())))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_89,--
Chlorella sorokiniana,M84319,487,211,139,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())(((((((())())))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_91,--
Chlorella sorokiniana,AB058310,476,206,135,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())(((((((())((())))))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_92,--
Chlorella sorokiniana,X79497,515,255,131,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),(())()()(((((((())((())))))()))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_93,--
Cladonia grayi,--,283,131,77,Yes,1,Group I Introns,1,()()()(()()[)()](),(())()()((((()))((()))[[))(())]](()),([)],No,CRW2,--,CRW2_GII_E_185,--
Cladonia grayi,--,308,178,66,Yes,1,Group I Introns,1,()()(()()[)()](),()((()))((((())))()[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_186,--
Cladonia merochlorophaea,--,267,121,74,Yes,1,Group I Introns,1,()()()(()()[)()](),(())()()((((()))(())[))(())](()),([)],No,CRW2,--,CRW2_GII_E_187,--
Cladonia merochlorophaea,Z14026,263,119,72,Yes,1,Group I Introns,1,()()()(()()[)()](),()(())()((())(())[[)()]]((())),([)],No,CRW2,--,CRW2_GII_E_188,--
Cladonia merochlorophaea,Z14026,267,133,68,Yes,1,Group I Introns,1,()()(()()[)()](),()(())(((()))()[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_189,--
Cladonia merochlorophaea,Z14025,265,137,65,Yes,1,Group I Introns,1,()()(()()[)()](),()()(((()))(())[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_190,--
Cladonia merochlorophaea,--,274,140,68,Yes,1,Group I Introns,1,()()(()()[)()](),()((()))((((())))()[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_191,--
Cordyceps capitata,--,1352,1158,98,Yes,1,Group I Introns,1,()(((()())())()[)()](),(())((((((((())())))())))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_145,--
Cordyceps heteropoda,X79495,1401,1209,97,Yes,1,Group I Introns,1,()(((()())())()[)()](),(())((((((((())())))())))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_146,--
Cordyceps jezoensis,U54637,1374,1182,97,Yes,1,Group I Introns,1,()(((()())())()[)()](),(())((((((((())())))())))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_147,--
Cosmarium botrytis,D38239,518,202,159,Yes,1,Group I Introns,1,()()()((()())()[)()](()()),((((()))))(())()((((((((((())))(())))))))(((())))[[)(())]](((()))()),([)],No,CRW2,--,CRW2_GII_E_82,--
Cosmocladium saxonicum,X74000,448,206,122,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),(())(())(())((((((((((())))()))))()))(())[[)((()))]](()),([)],No,CRW2,--,CRW2_GII_E_90,--
Cryphonectria parasitica,--,640,392,125,Yes,1,Group I Introns,1,()()(()())(()()[)()](()()()),(())()(((())((()))))((((()))(())[[))()]](()(())(())),([)],No,CRW2,--,CRW2_GII_E_170,--
Cryphonectria radicalis,Z14025,570,424,73,Yes,1,Group I Introns,1,()(()()[)()](()()),(())((((()))(())[[))()]](()(())),([)],No,CRW2,--,CRW2_GII_E_192,--
Cryptendoxyla hypophloia,--,526,250,139,Yes,1,Group I Introns,1,()()(()())(()()[)()](()()()()),()()((())())(((((())))(())[[))()]](()(())(())(())),([)],No,CRW2,--,CRW2_GII_E_169,--
Cyanophora paradoxa,U07553,284,134,75,Yes,1,Group I Introns,1,()()(()()[)()](()()),()(())(((()))(())[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_167,--
Dermocarpa,--,268,110,80,Yes,1,Group I Introns,1,()()(()()[)()](()()),(())()((())(())[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_38,--
Didymium iridis,X73993,753,521,116,Yes,1,Group I Introns,1,()()((()())()[)()](()()),()()(((((((((()))(())))))))((()))[)(((())))](()(())),([)],No,CRW2,--,CRW2_GII_E_94,--
Drechslerella brochopaga,--,443,219,113,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()(())()((((((()())))()))((()))[[)()]]((())),([)],No,CRW2,--,CRW2_GII_E_60,--
Dunaliella parva,--,436,168,135,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())((((((((()))())))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_95,--
Dunaliella parva,X73993,396,148,125,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()()()(((((((()(()))))()))((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_96,--
Dunaliella salina,--,423,175,125,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()()()(((((((()(()))))()))((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_97,--
Emericella nidulans,D49657,1105,991,57,Yes,1,Group I Introns,1,()()(()()[)()](),()()((())(())[[)()]](),([)],No,CRW2,--,CRW2_GII_E_21,--
Enterobacteria phage,X04140,607,467,70,Yes,1,Group I Introns,1,()()(()()[()())()](()()()),()()((())(())[()())()](()()()),([)],No,CRW2,--,CRW2_GII_V_4,--
Enterobacteria phage,AF158101,1058,874,92,Yes,1,Group I Introns,1,()(()()[()())()](()(()())()),()((())(())[[()())()]](()((()()))()),([)],No,CRW2,--,CRW2_GII_V_5,--
Enterobacteria phage,M12742,1036,882,77,Yes,1,Group I Introns,1,()()(()()[()())()](()()()),()()((())(())[[()())()]](()()()),([)],No,CRW2,--,CRW2_GII_V_6,--
Exophiala dermatitidis,M62998,426,168,130,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](()()),(((())))(()())(())(((((((((())(())))))())))((()))[[)((()))]](()()),([)],No,CRW2,--,CRW2_GII_E_98,--
Exophiala nigra,X55026,523,233,146,Yes,1,Group I Introns,1,()()((()[)())(()()[)()](()(])()()),()()(((()[)(())))(((())(())[[))(())]](()((((]))))(())()),([)([)](]),No,CRW2,--,CRW2_GII_E_171,--
Genicularia spirotaenia,M84320,387,183,103,Yes,1,Group I Introns,1,()(()())()((()())()[)()](),()(()())()(((((((())(()))))))(())[[)(())]]((())),([)],No,CRW2,--,CRW2_GII_E_100,--
Gentiana prostrata,D42186,336,214,62,Yes,1,Group I Introns,1,()()(()()[)()](()()),()(())(((())((()))[[))()]](((()(())))),([)],No,CRW2,--,CRW2_GII_E_48,--
Gloeotilopsis planctonica,M62998,461,189,137,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()()),()(())()((((((()())))()))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_99,--
Hildenbrandia rubra,Z75304,543,261,142,Yes,1,Group I Introns,1,()(()())()((()())()[)()](()()()),()(()())()(((((((((()))()))))))((()))[[)()]](()((()))(())),([)],No,CRW2,--,CRW2_GII_E_101,--
Hildenbrandia rubra,Z28970,609,339,135,Yes,1,Group I Introns,1,()(()())()((()())()[)()](()()()),()(()())(())((((((((()))())))))((()))[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_102,--
Hildenbrandia rubra,AF015912,557,285,136,Yes,1,Group I Introns,1,()()(()())(()()[)()](()()()),()(())(((()))(()))((((()))(())[[))()]]((())((()))((()))),([)],No,CRW2,--,CRW2_GII_E_172,--
Lecanora dispersa,Z14025,255,133,62,Yes,1,Group I Introns,1,()()(()()[)()](),()(())((((())((()))[[)))(())]]((())),([)],No,CRW2,--,CRW2_GII_E_194,--
Lecanora dispersa,--,211,91,61,Yes,1,Group I Introns,1,()()(()()[)()](),(())(((())))(()()[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_195,--
Lecanora dispersa,--,221,119,52,Yes,1,Group I Introns,1,()(()()[)()](),(())(((())(((())))[[))(())]](()),([)],No,CRW2,--,CRW2_GII_E_196,--
Lecanora dispersa,L37734,240,110,66,Yes,1,Group I Introns,1,()()()(()()[)()](),()(())()((((()))()[[))()]](()),([)],No,CRW2,--,CRW2_GII_E_197,--
Lecanora dispersa,L37734,229,107,62,Yes,1,Group I Introns,1,()()(()()[)()](),()(())(((()))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_198,--
Lecanora dispersa,L37734,328,172,79,Yes,1,Group I Introns,1,()(()()[)()](),((()))((((())))(((())))[[)()]](((()))),([)],No,CRW2,--,CRW2_GII_E_199,--
Lecanora dispersa,L37734,218,122,49,Yes,1,Group I Introns,1,()()()(()()[)()](),()()(())(((())()[))()](),([)],No,CRW2,--,CRW2_GII_E_200,--
Leucostoma cincta,X74753,469,221,124,Yes,1,Group I Introns,1,()()()(((()())())()[)()](()()),()((()))(())((((((((())(()))))()))(((())))[[))((((()))))]]((())()),([)],No,CRW2,--,CRW2_GII_E_103,--
Leucostoma cincta,Z14025,339,141,99,Yes,1,Group I Introns,1,()()()(()()[)()](()()()),()(())()(((())(())[[))(())]](()(((())))((((()))))),([)],No,CRW2,--,CRW2_GII_E_193,--
Magnaporthe grisea,D49657,285,153,67,Yes,1,Group I Introns,1,()(()()[)()](()()),()((())(())[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_22,--
Mesotaenium caldariorum,AF197122,439,187,127,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](()()),(())(()())(((())))(((((((())((())))))()))((()))[[)()]]((())()),([)],No,CRW2,--,CRW2_GII_E_107,--
Metarhizium anisopliae,L19345,456,226,115,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()()()((((((((())()))))()))(((())))[[)(())]]((())),([)],No,CRW2,--,CRW2_GII_E_104,--
Metarhizium anisopliae,--,456,210,123,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())(())((((((((()()))))))((()))[[))()]](()(())(())),([)],No,CRW2,--,CRW2_GII_E_105,--
Metarhizium anisopliae,--,394,154,120,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()()()(((((((())())))()))((()))[[)(())]]((())),([)],No,CRW2,--,CRW2_GII_E_106,--
Metarhizium anisopliae,L42441,429,257,86,Yes,1,Group I Introns,1,()()()(()()[)()](()()),(())(())((()))(((((())))(())[[))()]]((())((()))),([)],No,CRW2,--,CRW2_GII_E_173,--
Metarhizium anisopliae,X91897,430,248,91,Yes,1,Group I Introns,1,()()()(()()[)()](()()),()()(())(((((())))(())[[))()]]((())(())),([)],No,CRW2,--,CRW2_GII_E_174,--
Metridium senile,D49657,880,692,95,Yes,1,Group I Introns,1,()()(()()[)()](()()),()()(((((()))))((()))[[)()]]((())()),([)],No,CRW2,--,CRW2_GII_E_23,--
Metridium senile,--,1710,1538,87,Yes,1,Group I Introns,1,()()(()()[)()](()()),()()((())((((()))))[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_24,--
Monilinia fructicola,AF197124,462,208,128,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())()((((((((())()))))))((()))[[)((()))]](()()()),([)],No,CRW2,--,CRW2_GII_E_108,--
Mougeotia scalaris,AF197120,573,273,151,Yes,1,Group I Introns,1,()(()())()(((()())())(()())[)()](()()),(())(()())()(((((((())((())))))()))(((((())(())))))[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_109,--
Neochloris aquatica,--,416,184,116,No,0,Group I Introns,0,()()()(()())()(()()()()),()(())((((()))))((((()))(((())))))()(()((()))(())(())),1,No,CRW2,--,CRW2_GII_E_19,--
Neurospora crassa,X96412,1180,1062,60,Yes,1,Group I Introns,1,()(()()[)()](),()((())(())[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_25,--
Neurospora crassa,AB027340,1524,1312,107,Yes,1,Group I Introns,1,()()()((()())()[)()](),()()()(((((((())())))))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_148,--
Neurospora crassa,AB027349,1446,1266,90,Yes,1,Group I Introns,1,()(((()())())()[)()](),(())((((((((())(()))))())))(())[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_149,--
Nicotiana tabacum,--,575,429,73,Yes,1,Group I Introns,1,()()(()()[)()](()()),()()((())(((())))[[)()]](()()),([)],No,CRW2,--,CRW2_GII_E_49,--
Oryza sativa,X99381,555,409,73,Yes,1,Group I Introns,1,()()(()()[)()](()()),()()((())(((())))[[)()]](()()),([)],No,CRW2,--,CRW2_GII_E_50,--
Oscillatoria,--,224,90,67,Yes,1,Group I Introns,1,()()(()()[)()](()()),()(())(((()))(())[[)(())]](()()),([)],No,CRW2,--,CRW2_GII_E_39,--
Penicilliopsis clavariiformis,M86760,448,238,106,Yes,1,Group I Introns,1,()()()((()())()[)()](),()(())()(((((((())(()))))))((()))[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_114,--
Phormidium,U10480,270,108,82,Yes,1,Group I Introns,1,()()(()()[)()](),()()((((((()))))(((())))[[))(())]](()),([)],No,CRW2,--,CRW2_GII_E_41,--
Physarum polycephalum,D85142,1017,773,123,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),(())(())(())((((((((((())())))))))((()))[[))()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_123,--
Pinus thunbergii,X78050,550,424,64,Yes,1,Group I Introns,1,()()(()()[)()](()()),()(())((())((()))[[)()]](()()),([)],No,CRW2,--,CRW2_GII_E_51,--
Pleurastrum paucicellulare,D85143,448,212,118,Yes,1,Group I Introns,1,()()()((()())()[)()](()()()),()(())((()))(((((((())())))))(())[[)()]](()(())()),([)],No,CRW2,--,CRW2_GII_E_122,--
Pneumocystis carinii,X75763,442,204,119,Yes,1,Group I Introns,1,()(()())()(((()())())()[)()](),(())(()())()(((((((())(()))))()))((()))[[)((()))]](()),([)],No,CRW2,--,CRW2_GII_E_110,--
Pneumocystis carinii,Y14211,375,135,121,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()(())()(((((((())(()))))()))((()))[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_111,--
Pneumocystis carinii,X70705,355,121,118,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()(())()(((((((())(()))))()))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_112,--
Pneumocystis carinii,X12708 X13687,381,159,112,Yes,1,Group I Introns,1,()()()((()())()[)()](),()(())()((((((()(()))))))(((())))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_113,--
Podospora anserina,U36783,2630,2498,67,Yes,1,Group I Introns,1,()(()()[)()](),()((())((()))[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_26,--
Podospora anserina,AB027341,1860,1690,85,Yes,1,Group I Introns,1,()(((()())())()[)()](),()(((((((()())))(()))))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_150,--
Podospora anserina,X05115,1443,1215,115,Yes,1,Group I Introns,1,()()()((()())()[)()](),()()()(((((((())())))))((()))[[)(())]](()),([)],No,CRW2,--,CRW2_GII_E_151,--
Podospora anserina,--,2154,1906,125,Yes,1,Group I Introns,1,()()()(((()())())()[)()](),()()()((((((((())()))))(())))(((())))[[)()]](),([)],No,CRW2,--,CRW2_GII_E_152,--
Podospora anserina,X55026 X03127,1710,1530,90,Yes,1,Group I Introns,1,()(((()())())()[)()](()()),()(((((((()())))())))(())[[)()]](()()),([)],No,CRW2,--,CRW2_GII_E_153,--
Podospora anserina,X55026,2670,2480,95,Yes,1,Group I Introns,1,()(((()())())()[)()](),()((((((((())())))(()))))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_154,--
Podospora anserina,X55026,1287,1133,77,Yes,1,Group I Introns,1,()(((()())())()[)()](),()((((((((())(()))))())))(())[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_155,--
Podospora anserina,--,1438,1274,82,Yes,1,Group I Introns,1,()((()())()[)()](),()((((((((()())))))))((()))[[)()]](()),([)],No,CRW2,--,CRW2_GII_E_156,--
