Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID2,Reference
Gnetum latifolium,AY296506,29,21,4,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_9354,--
Gnetum latifolium,AY296505,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10574,--
Gnetum latifolium,AY296509,23,19,2,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_13797,--
Gnetum macrostachyum,AY296511,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12777,--
Gnetum microstachyum,AY296514,60,40,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12054,--
Gnetum neglectum,AY296510,16,16,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_14124,--
Gnetum nodiflorum,AY296515,55,35,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10567,--
Gnetum paniculatum,AY296516,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_9348,--
Gnetum parvifolium,AY296517,17,17,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_9756,--
Gnetum raya,AY296518,60,40,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_13379,--
Gnetum sp,AY296524,16,16,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_14427,--
Gnetum sp,AY296525,41,27,7,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_15817,--
Gnetum tenuifolium,AY296520,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_8906,--
Gnetum ula,AY296521,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10355,--
Gnetum urens,AY296522,60,40,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_11903,--
Gnetum woodsonianum,AY296523,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_11497,--
Gnetum woodsonianum,AY449628,17,17,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_26103,--
Gnidia aff,AJ308666,40,24,8,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_16220,--
Gnidia decaryana,AJ745153,44,24,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12835,--
Gnidia denudata,AJ308670,46,26,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_11016,--
Gnidia fastigiata,AJ308650,40,24,8,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_15347,--
Gnidia gilbertae,AJ745154,42,22,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_9128,--
Gnidia pilosa,AJ308651,17,17,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_14916,--
Goebeliella cornigera,AY463557,46,26,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_16059,--
Goetzea ekmanii,AY206727,43,31,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_11410,--
Goetzea elegans,AY206760,43,31,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_8944,--
Gomphichis bogotensis,AJ544495,57,37,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_15875,--
Gonatopus angustus,AY555167,49,29,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_11651,--
Goniobryum subbasilare,AF023753,48,28,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_13243,--
Goniomitrium acuminatum,AF229914,66,44,11,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_tRNA_N_12599,--
Goniomitrium acuminatum,DQ337181,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_15470,--
Goniomitrium seroi,DQ337179,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_8791,--
Goniomitrium seroi,DQ337178,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10239,--
Gonystylus bancanus,AY216759,26,18,4,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_9242,--
Gonystylus macrophyllus,AJ308653,46,26,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_14022,--
Goodyera velutina,AY449387,61,39,11,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_tRNA_N_8955,--
Goodyera velutina,AY449386,61,39,11,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_tRNA_N_10300,--
Gorteria diffusa,AY504804,21,19,1,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_12029,--
Gorteria personata,AY504803,21,19,1,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_15706,--
Gossypium arboreum,AF031439,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12596,--
Gossypium barbadense,AP009123,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1492,--
Gossypium barbadense,AP009123,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3474,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4677,--
Gossypium barbadense,AP009123,73,31,21,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5924,--
Gossypium barbadense,AP009123,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7841,--
Gossypium barbadense,AF031441,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_14380,--
Gossypium barbadense,AP009123,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15100,--
Gossypium barbadense,AP009123,71,27,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16871,--
Gossypium barbadense,AP009123,71,27,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18896,--
Gossypium barbadense,AP009123,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19458,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21209,--
Gossypium barbadense,AP009123,74,30,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_21820,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23342,--
Gossypium barbadense,AP009123,74,30,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_23753,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25969,--
Gossypium barbadense,AP009123,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_28387,--
Gossypium barbadense,AP009123,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_28594,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30054,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30188,--
Gossypium barbadense,AP009123,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31476,--
Gossypium barbadense,AP009123,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31784,--
Gossypium barbadense,AP009123,74,30,23,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33373,--
Gossypium darwinii,AF031444,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10319,--
Gossypium hirsutum,AF175761,79,35,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_797,--
Gossypium hirsutum,DQ345959,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2505,--
Gossypium hirsutum,DQ345959,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4454,--
Gossypium hirsutum,DQ345959,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6527,--
Gossypium hirsutum,DQ345959,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7188,--
Gossypium hirsutum,DQ345959,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_12151,--
Gossypium hirsutum,AF031440,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_15866,--
Gossypium hirsutum,DQ345959,71,27,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17103,--
Gossypium hirsutum,DQ345959,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19016,--
Gossypium hirsutum,X15885,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19662,--
Gossypium hirsutum,DQ345959,74,30,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_20770,--
Gossypium hirsutum,DQ345959,74,30,22,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_22712,--
Gossypium hirsutum,AF189149,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23543,--
Gossypium hirsutum,DQ345959,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27122,--
Gossypium hirsutum,DQ345959,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27213,--
Gossypium hirsutum,DQ345959,72,30,21,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27910,--
Gossypium hirsutum,DQ345959,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29666,--
Gossypium hirsutum,DQ345959,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29864,--
Gossypium hirsutum,DQ345959,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30599,--
Gossypium hirsutum,DQ345959,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32478,--
Gossypium hirsutum,DQ345959,73,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32907,--
Gossypium mustelinum,AF031443,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_13547,--
Gossypium tomentosum,AF031442,40,28,6,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_13127,--
Gottschea nuda,AY463558,51,31,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10609,--
Gouania mauritiana,AJ390344,31,23,4,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_16213,--
Grabowskia boerhaviifolia,DQ124557,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_10029,--
Grabowskia boerhaviifolia,DQ124554,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_12267,--
Grabowskia duplicata,DQ124555,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_10877,--
Grabowskia obtusa,DQ124556,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_9503,--
Gracilaria tenuistipitata,AY673996,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3092,--
Gracilaria tenuistipitata,AY673996,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4780,--
Gracilaria tenuistipitata,AY673996,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5770,--
Gracilaria tenuistipitata,AY673996,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_8619,--
Gracilaria tenuistipitata,AY673996,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_12032,--
Gracilaria tenuistipitata,AY673996,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17150,--
Gracilaria tenuistipitata,AY673996,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17440,--
Gracilaria tenuistipitata,AY673996,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19168,--
Gracilaria tenuistipitata,AY673996,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24666,--
Gracilaria tenuistipitata,AY673996,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26654,--
Gracilaria tenuistipitata,AY673996,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27982,--
Gracilaria tenuistipitata,AY673996,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30206,--
Gracilaria tenuistipitata,AY673996,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30754,--
Gracilaria tenuistipitata,AY673996,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33261,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1066,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3394,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3414,--
Gramella forsetii,CU207366,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5204,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6380,--
Gramella forsetii,CU207366,72,28,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6776,--
Gramella forsetii,CU207366,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7621,--
Gramella forsetii,CU207366,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15278,--
Gramella forsetii,CU207366,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16347,--
Gramella forsetii,CU207366,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17315,--
Gramella forsetii,CU207366,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18421,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23129,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24908,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24947,--
Gramella forsetii,CU207366,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25512,--
Gramella forsetii,CU207366,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26250,--
Gramella forsetii,CU207366,77,37,20,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_tRNA_N_28424,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_28645,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29839,--
Gramella forsetii,CU207366,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30926,--
Gramella forsetii,CU207366,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31084,--
Gramella forsetii,CU207366,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31384,--
Gramella forsetii,CU207366,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31901,--
Gramella forsetii,CU207366,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33439,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1224,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2819,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3519,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3736,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4400,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4622,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5812,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6599,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7028,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7961,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_14115,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16726,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18008,--
Granulibacter bethesdensis,CP000394,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18361,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19476,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20960,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22554,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24093,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25469,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26886,--
Granulibacter bethesdensis,CP000394,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29757,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30278,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30465,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30888,--
Granulibacter bethesdensis,CP000394,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_31897,--
Granulibacter bethesdensis,CP000394,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32608,--
Granulibacter bethesdensis,CP000394,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33438,--
Gratiola brevifolia,AY727474,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7791,--
Gratiola brevifolia,AY727510,23,17,3,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_17192,--
Gratiola brevifolia,AY727498,70,26,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18318,--
Gratiola neglecta,AY727472,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7001,--
Gratiola neglecta,AY727511,23,17,3,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_16405,--
Gratiola neglecta,AY727497,70,26,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17462,--
Gratiola virginiana,AY727473,73,29,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6906,--
Gratiola virginiana,AY727496,70,26,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16671,--
Gratiola virginiana,AY727512,23,17,3,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_16989,--
Green leafhopper,DQ131566,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_20884,--
Greenmaniella resinosa,AY216313,35,25,5,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_tRNA_N_1200,--
Greenmaniella resinosa,AY216180,15,15,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_13263,--
Grevillea banksii,AM397163,10,10,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_9505,--
Grimmia alpestris,AJ879701,59,39,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10595,--
