Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID2,Reference
Campylobacter coli,AF074838,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1453,--
Campylobacter coli,AF074837,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4058,--
Campylobacter coli,AF074840,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_21236,--
Campylobacter coli,AF074838,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_22368,--
Campylobacter coli,AF146727,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22547,--
Campylobacter coli,AF074837,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_24787,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1216,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2847,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3820,--
Campylobacter fetus,CP000487,74,30,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4694,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5395,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6628,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7121,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_8153,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_12469,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16385,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17560,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19762,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23029,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25847,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26670,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27077,--
Campylobacter fetus,CP000487,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27567,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_28280,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30148,--
Campylobacter fetus,CP000487,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32647,--
Campylobacter fetus,CP000487,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33098,--
Campylobacter jejuni,AF074832,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2541,--
Campylobacter jejuni,AF074830,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2641,--
Campylobacter jejuni,AF074829,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2751,--
Campylobacter jejuni,AF074834,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3041,--
Campylobacter jejuni,AF074836,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3261,--
Campylobacter jejuni,AF074831,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3543,--
Campylobacter jejuni,AF074828,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3715,--
Campylobacter jejuni,AF074833,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3871,--
Campylobacter jejuni,Z29326,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4037,--
Campylobacter jejuni,AF074835,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4544,--
Campylobacter jejuni,Y17167,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16487,--
Campylobacter jejuni,AF074832,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_21115,--
Campylobacter jejuni,AF074833,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_21453,--
Campylobacter jejuni,AF074831,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_22132,--
Campylobacter jejuni,AF074828,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_22365,--
Campylobacter jejuni,AF074829,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_22580,--
Campylobacter jejuni,AF074830,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_22935,--
Campylobacter jejuni,Z29326,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22949,--
Campylobacter jejuni,AF074835,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_23047,--
Campylobacter jejuni,AF074834,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_23987,--
Campylobacter jejuni,AF074836,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_24515,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_73,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1431,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2122,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3205,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6064,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6282,--
Campylobacter jejuni,CP000025,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6768,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15457,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17375,--
Campylobacter jejuni,CP000025,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17816,--
Campylobacter jejuni,CP000025,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17827,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18942,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21299,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22139,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25178,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25937,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27129,--
Campylobacter jejuni,CP000025,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27341,--
Campylobacter jejuni,CP000025,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29331,--
Campylobacter jejuni,CP000025,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32703,--
Campylobacter jejuni,CP000025,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33232,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_1891,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2049,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2492,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_3641,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6051,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6299,--
Campylobacter jejuni,CP000538,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7183,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_15352,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17122,--
Campylobacter jejuni,CP000538,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17773,--
Campylobacter jejuni,CP000538,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18093,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18912,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21142,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22838,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_24140,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26116,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26759,--
Campylobacter jejuni,CP000538,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27372,--
Campylobacter jejuni,CP000538,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29539,--
Campylobacter jejuni,CP000538,78,34,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_30640,--
Campylobacter jejuni,CP000538,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32676,--
Campylobacter jejuni,CP000538,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33352,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_139,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2386,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_4182,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6195,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_6465,--
Campylobacter jejuni,AL111168,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_7455,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_13098,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_16803,--
Campylobacter jejuni,AL111168,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18381,--
Campylobacter jejuni,AL111168,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_18840,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_19401,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21049,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_22852,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_23607,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26710,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27098,--
Campylobacter jejuni,AL111168,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_27916,--
Campylobacter jejuni,AL111168,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_29418,--
Campylobacter jejuni,AL111168,75,31,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_32532,--
Campylobacter jejuni,AL111168,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_33452,--
Campylobacter lari,AF074841,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_87,--
Campylobacter lari,AB211985,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_2272,--
Campylobacter lari,AB211985,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_5378,--
Campylobacter lari,AF074841,57,39,9,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_tRNA_N_21517,--
Campylobacter lari,AB211985,77,33,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_21639,--
Campylobacter lari,AB211985,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_25740,--
Campylobacter lari,AB211985,76,32,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_26004,--
Campylophyllum halleri,AY683610,69,49,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12451,--
Campylophyllum sommerfeltii,AY683609,72,50,11,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_tRNA_N_11867,--
Campylopus areodictyon,AF231237,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_14341,--
Campylopus argyrocaulon,AF231238,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_12292,--
Campylopus atrovirens,AF231239,50,30,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_10784,--
Campylostelium pitardii,DQ399632,13,13,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_11413,--
Campylostelium pitardii,DQ399633,23,23,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_11945,--
Campylostelium pitardii,DQ399634,13,13,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_15854,--
Campylostelium strictum,DQ399631,14,14,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_8970,--
Canalohypopterygium tamariscinum,AY306712,53,33,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_tRNA_N_9781,--
Cananga odorata,AY220360,18,18,0,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_tRNA_N_11556,--
Candida albicans,AJ347714,71,27,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_tRNA_N_17769,--
