Molecola1,Molecola2, EditDistance
HOTAIR,CRW2_23S_E_361_nH.db,14.281813216821405
HOTAIR,CRW2_23S_E_362_nH.db,14.749430523917994
HOTAIR,CRW2_23S_E_363_nH.db,15.148063781321186
HOTAIR,CRW2_23S_E_364_nH.db,12.926171204316894
HOTAIR,CRW2_23S_E_365_nH.db,12.916666666666664
HOTAIR,CRW2_23S_E_366_nH.db,13.715322789732953
HOTAIR,CRW2_23S_E_367_nH.db,13.611615245009078
HOTAIR,CRW2_23S_E_368_nH.db,12.900096993210475
HOTAIR,CRW2_23S_E_370_nH.db,12.442396313364057
HOTAIR,CRW2_23S_E_371_nH.db,20.84639498432602
HOTAIR,CRW2_23S_E_372_nH.db,20.023510971786827
HOTAIR,CRW2_23S_E_373_nH.db,19.43573667711599
HOTAIR,CRW2_23S_E_374_nH.db,12.956564659427439
HOTAIR,CRW2_23S_E_375_nH.db,13.055281342546888
HOTAIR,CRW2_23S_E_376_nH.db,14.398475775721288
HOTAIR,CRW2_23S_E_377_nH.db,13.826891671203045
HOTAIR,CRW2_23S_E_378_nH.db,15.011286681715575
HOTAIR,CRW2_23S_E_379_nH.db,14.531602708803614
HOTAIR,CRW2_23S_E_380_nH.db,14.515673538548434
HOTAIR,CRW2_23S_E_381_nH.db,15.024004518497602
HOTAIR,CRW2_23S_E_382_nH.db,18.648266100495402
HOTAIR,CRW2_23S_E_383_nH.db,17.338995046001415
HOTAIR,CRW2_23S_E_387_nH.db,17.716115261472787
HOTAIR,CRW2_23S_E_388_nH.db,18.676627534685164
HOTAIR,CRW2_23S_E_389_nH.db,16.870967741935484
HOTAIR,CRW2_23S_E_390_nH.db,15.741935483870972
HOTAIR,CRW2_23S_E_391_nH.db,14.00161246976619
HOTAIR,CRW2_23S_E_392_nH.db,14.216608438591772
HOTAIR,CRW2_23S_E_393_nH.db,10.243055555555557
HOTAIR,CRW2_23S_E_394_nH.db,10.262345679012341
HOTAIR,CRW2_23S_E_395_nH.db,9.95370370370371
HOTAIR,CRW2_23S_E_396_nH.db,15.028248587570625
HOTAIR,CRW2_23S_E_397_nH.db,14.519774011299436
HOTAIR,CRW2_23S_E_398_nH.db,10.905730129390022
HOTAIR,CRW2_23S_E_399_nH.db,10.618196754980492
HOTAIR,CRW2_23S_E_400_nH.db,14.65968586387435
HOTAIR,CRW2_23S_E_401_nH.db,14.65968586387435
HOTAIR,CRW2_23S_E_402_nH.db,14.136125654450261
HOTAIR,CRW2_23S_E_403_nH.db,19.08843007401636
HOTAIR,CRW2_23S_E_404_nH.db,19.555901830931045
HOTAIR,CRW2_23S_E_405_nH.db,20.724581223217765
HOTAIR,CRW2_23S_E_406_nH.db,19.138943248532293
HOTAIR,CRW2_23S_E_407_nH.db,19.569471624266143
HOTAIR,CRW2_23S_E_408_nH.db,20.821917808219183
HOTAIR,CRW2_23S_E_409_nH.db,20.821917808219183
HOTAIR,CRW2_23S_E_410_nH.db,19.217221135029348
HOTAIR,CRW2_23S_E_411_nH.db,19.999999999999996
HOTAIR,CRW2_23S_E_412_nH.db,21.027667984189723
HOTAIR,CRW2_23S_E_413_nH.db,20.19762845849803
HOTAIR,CRW2_23S_E_414_nH.db,18.695652173913047
HOTAIR,CRW2_23S_E_415_nH.db,14.19087136929461
HOTAIR,CRW2_23S_E_416_nH.db,14.578146611341635
HOTAIR,CRW2_23S_E_417_nH.db,14.515673538548434
HOTAIR,CRW2_23S_E_418_nH.db,15.024004518497602
HOTAIR,CRW2_23S_E_419_nH.db,15.024004518497602
HOTAIR,CRW2_23S_E_420_nH.db,15.186982586354558
HOTAIR,CRW2_23S_E_421_nH.db,14.701684270625181
HOTAIR,CRW2_23S_E_430_nH.db,13.70466321243523
HOTAIR,CRW2_23S_E_431_nH.db,13.575129533678753
HOTAIR,CRW2_23S_E_432_nH.db,14.82313307130826
HOTAIR,CRW2_23S_E_433_nH.db,14.514317798989328
HOTAIR,CRW2_23S_E_434_nH.db,13.238650773522698
HOTAIR,CRW2_23S_E_435_nH.db,13.44154197311691
HOTAIR,CRW2_23S_E_436_nH.db,12.789551503203544
HOTAIR,CRW2_23S_E_440_nH.db,11.565394172125599
HOTAIR,CRW2_23S_E_445_nH.db,10.115314586283631
HOTAIR,CRW2_23S_E_446_nH.db,10.418774023872146
HOTAIR,CRW2_23S_E_447_nH.db,14.96904895891953
HOTAIR,CRW2_23S_E_448_nH.db,14.518851997749016
HOTAIR,CRW2_23S_E_453_nH.db,14.868641699273333
HOTAIR,CRW2_23S_E_454_nH.db,14.227198252321138
HOTAIR,CRW2_23S_E_455_nH.db,14.531548757170176
HOTAIR,CRW2_23S_E_456_nH.db,15.89861751152074
HOTAIR,CRW2_23S_E_457_nH.db,17.31402238314681
HOTAIR,CRW2_23S_E_458_nH.db,12.559694364851959
HOTAIR,CRW2_23S_E_459_nH.db,12.58357211079274
HOTAIR,CRW2_23S_E_460_nH.db,14.336917562724016
HOTAIR,CRW2_23S_E_461_nH.db,14.667769506479189
HOTAIR,CRW2_23S_E_462_nH.db,14.585056520540396
HOTAIR,CRW2_23S_E_464_nH.db,14.987226795344878
HOTAIR,CRW2_23S_E_465_nH.db,15.195658383319055
HOTAIR,CRW2_23S_E_466_nH.db,15.195658383319055
HOTAIR,CRW2_23S_E_467_nH.db,15.195658383319055
HOTAIR,CRW2_23S_E_470_nH.db,20.580270793036746
HOTAIR,CRW2_23S_E_471_nH.db,19.5357833655706
HOTAIR,CRW2_23S_E_472_nH.db,19.032882011605412
HOTAIR,CRW2_23S_E_473_nH.db,12.450269131757551
HOTAIR,CRW2_23S_E_474_nH.db,11.958811139714488
HOTAIR,CRW2_23S_E_475_nH.db,14.107648725212464
HOTAIR,CRW2_23S_E_476_nH.db,14.674220963172802
HOTAIR,CRW2_23S_E_477_nH.db,29.138576779026216
HOTAIR,CRW2_23S_E_478_nH.db,26.441947565543067
HOTAIR,CRW2_23S_E_479_nH.db,25.619834710743806
HOTAIR,CRW2_23S_E_480_nH.db,25.49268912905277
HOTAIR,CRW2_23S_E_482_nH.db,29.808568824065627
HOTAIR,CRW2_23S_E_484_nH.db,19.418904008826775
HOTAIR,CRW2_23S_E_485_nH.db,18.646561235748436
HOTAIR,CRW2_23S_E_486_nH.db,16.129032258064512
HOTAIR,CRW2_23S_E_487_nH.db,25.510204081632647
HOTAIR,CRW2_23S_E_488_nH.db,16.382036685642
HOTAIR,CRW2_23S_E_489_nH.db,28.279883381924197
HOTAIR,CRW2_23S_E_490_nH.db,28.755364806866957
HOTAIR,CRW2_23S_E_493_nH.db,30.41666666666667
HOTAIR,CRW2_23S_E_494_nH.db,35.520833333333336
HOTAIR,CRW2_23S_E_495_nH.db,28.621597892888495
HOTAIR,CRW2_23S_E_496_nH.db,33.426183844011135
HOTAIR,CRW2_23S_E_497_nH.db,42.432683379758586
HOTAIR,CRW2_23S_E_498_nH.db,25.33333333333333
HOTAIR,CRW2_23S_E_499_nH.db,25.523809523809526
HOTAIR,CRW2_23S_E_500_nH.db,25.775807473084235
HOTAIR,CRW2_23S_E_501_nH.db,25.395820139328684
HOTAIR,CRW2_23S_E_502_nH.db,31.8556048131729
HOTAIR,CRW2_23S_E_503_nH.db,18.892760356174986
HOTAIR,CRW2_23S_E_504_nH.db,19.976771196283394
HOTAIR,CRW2_23S_E_505_nH.db,43.86149003147953
HOTAIR,CRW2_23S_E_506_nH.db,35.88667366211962
HOTAIR,CRW2_23S_E_507_nH.db,30.745015739769155
HOTAIR,CRW2_23S_E_508_nH.db,24.281984334203656
HOTAIR,CRW2_23S_E_509_nH.db,27.624020887728463
HOTAIR,CRW2_23S_E_510_nH.db,22.40208877284595
HOTAIR,CRW2_23S_E_511_nH.db,28.921998247151627
HOTAIR,CRW2_23S_E_512_nH.db,23.40052585451359
HOTAIR,CRW2_23S_E_513_nH.db,26.103500761035004
HOTAIR,CRW2_23S_E_515_nH.db,23.53689567430025
HOTAIR,CRW2_23S_E_516_nH.db,25.445292620865146
HOTAIR,CRW2_23S_E_517_nH.db,26.195899772209565
HOTAIR,CRW2_23S_E_518_nH.db,36.44646924829157
HOTAIR,CRW2_23S_E_522_nH.db,28.12960235640648
HOTAIR,CRW2_23S_E_523_nH.db,23.92857142857143
HOTAIR,CRW2_23S_E_524_nH.db,24.761904761904763
HOTAIR,CRW2_23S_E_525_nH.db,26.008230452674898
HOTAIR,CRW2_23S_E_526_nH.db,29.359430604982208
HOTAIR,CRW2_23S_E_527_nH.db,23.843416370106763
HOTAIR,CRW2_23S_E_528_nH.db,19.18147995039272
HOTAIR,CRW2_23S_E_529_nH.db,17.858619264158747
HOTAIR,CRW2_23S_E_530_nH.db,19.868573637417864
HOTAIR,CRW2_23S_E_531_nH.db,18.9795129493622
HOTAIR,CRW2_23S_E_532_nH.db,25.31806615776081
HOTAIR,CRW2_23S_E_533_nH.db,23.664122137404576
HOTAIR,CRW2_23S_E_535_nH.db,20.034944670937683
HOTAIR,CRW2_23S_E_536_nH.db,17.409470752089142
HOTAIR,CRW2_23S_E_537_nH.db,18.001392757660163
HOTAIR,CRW2_23S_E_541_nH.db,25.725094577553598
HOTAIR,CRW2_23S_E_542_nH.db,25.34678436317781
HOTAIR,CRW2_23S_E_543_nH.db,25.923566878980896
HOTAIR,CRW2_23S_E_544_nH.db,25.541401273885356
HOTAIR,CRW2_23S_E_545_nH.db,25.188536953242835
HOTAIR,CRW2_23S_E_546_nH.db,29.336349924585214
HOTAIR,CRW2_23S_E_547_nH.db,25.110689437065147
HOTAIR,CRW2_23S_E_548_nH.db,25.743200506008858
HOTAIR,CRW2_23S_E_551_nH.db,29.281767955801108
HOTAIR,CRW2_23S_E_552_nH.db,16.281310211946053
HOTAIR,CRW2_23S_E_553_nH.db,15.970437017994854
HOTAIR,CRW2_23S_E_554_nH.db,25.416409623689084
HOTAIR,CRW2_23S_E_555_nH.db,24.305983960518198
HOTAIR,CRW2_23S_E_556_nH.db,25.398851308232295
HOTAIR,CRW2_23S_E_557_nH.db,23.675813656668797
HOTAIR,CRW2_23S_E_558_nH.db,25.481386392811302
HOTAIR,CRW2_23S_E_559_nH.db,25.738125802310652
HOTAIR,CRW2_23S_E_561_nH.db,26.059050064184852
HOTAIR,CRW2_23S_E_562_nH.db,25.82582582582582
HOTAIR,CRW2_23S_E_565_nH.db,25.656414103525883
HOTAIR,CRW2_23S_E_566_nH.db,29.18229557389347
HOTAIR,CRW2_23S_E_567_nH.db,35.63390847711928
HOTAIR,CRW2_23S_E_568_nH.db,26.027397260273975
HOTAIR,CRW2_23S_E_569_nH.db,29.299847792998477
HOTAIR,CRW2_23S_E_570_nH.db,22.847399829497018
HOTAIR,CRW2_23S_E_571_nH.db,28.388746803069054
HOTAIR,CRW2_23S_E_572_nH.db,32.992327365728904
HOTAIR,CRW2_23S_E_573_nH.db,36.669272869429236
HOTAIR,CRW2_23S_E_574_nH.db,25.723221266614537
HOTAIR,CRW2_23S_E_575_nH.db,29.945269741985925
HOTAIR,CRW2_23S_E_576_nH.db,28.657487091222034
HOTAIR,CRW2_23S_E_577_nH.db,22.977624784853703
HOTAIR,CRW2_23S_E_580_nH.db,26.848874598070736
HOTAIR,CRW2_23S_E_581_nH.db,18.981481481481477
HOTAIR,CRW2_23S_E_582_nH.db,22.817460317460313
HOTAIR,CRW2_23S_E_583_nH.db,25.663716814159287
HOTAIR,CRW2_23S_E_584_nH.db,25.158027812895067
HOTAIR,CRW2_23S_E_585_nH.db,18.720971775634155
HOTAIR,CRW2_23S_E_586_nH.db,17.72061450518042
HOTAIR,CRW2_23S_E_587_nH.db,26.913265306122447
HOTAIR,CRW2_23S_E_590_nH.db,14.401154401154404
HOTAIR,CRW2_23S_E_591_nH.db,14.487734487734482
HOTAIR,CRW2_23S_E_592_nH.db,15.299198025909932
HOTAIR,CRW2_23S_E_593_nH.db,15.977791486736582
HOTAIR,CRW2_23S_E_594_nH.db,19.837900424546508
HOTAIR,CRW2_23S_E_595_nH.db,19.22037823234273
HOTAIR,CRW2_23S_E_596_nH.db,25.271218889597957
HOTAIR,CRW2_23S_E_597_nH.db,23.867262284620296
HOTAIR,CRW2_23S_E_598_nH.db,13.566621803499324
HOTAIR,CRW2_23S_E_599_nH.db,13.59353970390309
HOTAIR,CRW2_23S_E_600_nH.db,16.693679092382496
HOTAIR,CRW2_23S_E_601_nH.db,16.369529983792543
HOTAIR,CRW2_23S_E_602_nH.db,14.783372365339575
HOTAIR,CRW2_23S_E_603_nH.db,14.607728337236537
HOTAIR,CRW2_23S_E_604_nH.db,19.123653917564056
HOTAIR,CRW2_23S_E_605_nH.db,18.1581878945414
HOTAIR,CRW2_23S_E_606_nH.db,25.27401676337847
HOTAIR,CRW2_23S_E_607_nH.db,26.69245647969052
HOTAIR,CRW2_23S_E_609_nH.db,25.57651991614256
HOTAIR,CRW2_23S_E_612_nH.db,27.160493827160494
HOTAIR,CRW2_23S_E_617_nH.db,18.678815489749432
HOTAIR,CRW2_23S_E_618_nH.db,19.248291571753985
HOTAIR,CRW2_23S_E_619_nH.db,19.26640926640927
HOTAIR,CRW2_23S_E_620_nH.db,19.613899613899612
HOTAIR,CRW2_23S_E_621_nH.db,22.814910025706936
HOTAIR,CRW2_23S_E_622_nH.db,19.151670951156806
HOTAIR,CRW2_23S_E_623_nH.db,19.898753894081
HOTAIR,CRW2_23S_E_624_nH.db,19.431464174454828
HOTAIR,CRW2_23S_E_625_nH.db,25.738125802310652
HOTAIR,CRW2_23S_E_626_nH.db,25.481386392811302
HOTAIR,CRW2_23S_E_627_nH.db,25.175718849840255
HOTAIR,CRW2_23S_E_628_nH.db,26.13418530351438
HOTAIR,CRW2_23S_E_629_nH.db,17.077230359520634
HOTAIR,CRW2_23S_E_630_nH.db,17.14380825565912
HOTAIR,CRW2_23S_E_631_nH.db,18.938567793529625
HOTAIR,CRW2_23S_E_632_nH.db,18.175209014903672
HOTAIR,CRW2_23S_E_633_nH.db,23.217665615141957
HOTAIR,CRW2_23S_E_634_nH.db,25.236593059936908
HOTAIR,CRW2_23S_E_635_nH.db,23.604874919820396
HOTAIR,CRW2_23S_E_636_nH.db,18.700713481036424
HOTAIR,CRW2_23S_E_637_nH.db,25.33675432969853
HOTAIR,CRW2_23S_E_638_nH.db,19.45174615095757
HOTAIR,CRW2_23S_E_639_nH.db,17.17663421418637
HOTAIR,CRW2_23S_E_640_nH.db,18.01112656467315
HOTAIR,CRW2_23S_E_641_nH.db,16.254201038802318
HOTAIR,CRW2_23S_E_642_nH.db,15.276504735716468
HOTAIR,CRW2_23S_E_643_nH.db,15.612587839902226
HOTAIR,CRW2_23S_E_644_nH.db,18.365180467091292
HOTAIR,CRW2_23S_E_645_nH.db,17.622080679405517
HOTAIR,CRW2_23S_E_646_nH.db,25.770491803278684
HOTAIR,CRW2_23S_E_647_nH.db,23.409836065573774
HOTAIR,CRW2_23S_E_651_nH.db,26.526592252133952
HOTAIR,CRW2_23S_E_652_nH.db,25.80433355219961
HOTAIR,CRW2_23S_E_653_nH.db,14.912027689645225
HOTAIR,CRW2_23S_E_654_nH.db,14.219786558984715
HOTAIR,CRW2_23S_E_655_nH.db,23.09027777777778
HOTAIR,CRW2_23S_E_656_nH.db,28.732638888888886
HOTAIR,CRW2_23S_E_657_nH.db,25.269841269841265
HOTAIR,CRW2_23S_E_658_nH.db,23.619047619047617
HOTAIR,CRW2_23S_E_659_nH.db,19.614643545279385
HOTAIR,CRW2_23S_E_660_nH.db,18.959537572254337
HOTAIR,CRW2_23S_E_661_nH.db,19.036608863198456
HOTAIR,CRW2_23S_E_662_nH.db,19.691714836223507
HOTAIR,CRW2_23S_E_663_nH.db,25.182926829268293
HOTAIR,CRW2_23S_E_664_nH.db,25.0609756097561
HOTAIR,CRW2_23S_E_665_nH.db,31.09756097560976
HOTAIR,CRW2_GIII_B_18_nH.db,15.965395202516708
HOTAIR,CRW2_GIII_B_1_nH.db,19.50480040424457
HOTAIR,CRW2_GIII_B_2_nH.db,15.423076923076929
HOTAIR,CRW2_GIII_B_3_nH.db,19.905462184873947
HOTAIR,CRW2_GIII_E_10_nH.db,47.95144157814871
HOTAIR,CRW2_GIII_E_11_nH.db,15.185043876383064
HOTAIR,CRW2_GIII_E_12_nH.db,22.012195121951216
HOTAIR,CRW2_GIII_E_13_nH.db,14.40087944301942
HOTAIR,CRW2_GIII_E_14_nH.db,25.068681318681318
HOTAIR,CRW2_GIII_E_16_nH.db,38.925438596491226
HOTAIR,CRW2_GIII_E_17_nH.db,33.654773384763736
HOTAIR,CRW2_GIII_E_19_nH.db,30.47210300429185
HOTAIR,CRW2_GIII_E_20_nH.db,49.42528735632183
HOTAIR,CRW2_GIII_E_21_nH.db,45.064935064935064
