Molecola1,Molecola2, LocalComparison
HOTAIR,CRW2_23S_B_277_nH.db,5.907036797934151
HOTAIR,CRW2_23S_B_69_nH.db,5.365686944634313
HOTAIR,CRW2_23S_B_74_nH.db,6.488549618320611
HOTAIR,CRW2_23S_B_75_nH.db,6.488549618320611
HOTAIR,CRW2_23S_B_76_nH.db,5.898681471200555
HOTAIR,CRW2_23S_B_77_nH.db,5.6367432150313155
HOTAIR,CRW2_23S_B_78_nH.db,6.5066109951287405
HOTAIR,CRW2_23S_B_79_nH.db,6.5066109951287405
HOTAIR,CRW2_23S_B_92_nH.db,6.451612903225806
HOTAIR,CRW2_23S_B_93_nH.db,6.451612903225806
HOTAIR,CRW2_23S_B_94_nH.db,5.696636925188744
HOTAIR,CRW2_23S_B_96_nH.db,5.3951890034364265
HOTAIR,CRW2_23S_B_98_nH.db,5.455801104972376
HOTAIR,CRW2_23S_E_278_nH.db,5.319148936170213
HOTAIR,CRW2_23S_E_279_nH.db,6.8291008922443375
HOTAIR,CRW2_23S_E_282_nH.db,5.391483516483516
HOTAIR,CRW2_23S_E_283_nH.db,6.831445245451425
HOTAIR,CRW2_23S_E_284_nH.db,5.706267539756782
HOTAIR,CRW2_23S_E_285_nH.db,5.867665418227216
HOTAIR,CRW2_23S_E_286_nH.db,5.274656679151061
HOTAIR,CRW2_23S_E_287_nH.db,5.601659751037344
HOTAIR,CRW2_23S_E_288_nH.db,6.56984785615491
HOTAIR,CRW2_23S_E_289_nH.db,5.614515576857241
HOTAIR,CRW2_23S_E_290_nH.db,6.5388565559739815
HOTAIR,CRW2_23S_E_291_nH.db,5.7162534435261705
HOTAIR,CRW2_23S_E_292_nH.db,6.404958677685951
HOTAIR,CRW2_23S_E_293_nH.db,5.635738831615121
HOTAIR,CRW2_23S_E_294_nH.db,5.372561560601215
HOTAIR,CRW2_23S_E_295_nH.db,6.494845360824742
HOTAIR,CRW2_23S_E_296_nH.db,6.0121522225775506
HOTAIR,CRW2_23S_E_297_nH.db,6.271072151045178
HOTAIR,CRW2_23S_E_298_nH.db,5.563047875927174
HOTAIR,CRW2_23S_E_299_nH.db,6.553984132459469
HOTAIR,CRW2_23S_E_300_nH.db,5.622628492583649
HOTAIR,CRW2_23S_E_301_nH.db,5.721137375813635
HOTAIR,CRW2_23S_E_302_nH.db,6.3720452209660845
HOTAIR,CRW2_23S_E_303_nH.db,5.373978629792584
HOTAIR,CRW2_23S_E_304_nH.db,5.971087366436204
HOTAIR,CRW2_23S_E_306_nH.db,5.54054054054054
HOTAIR,CRW2_23S_E_307_nH.db,6.231355651309247
HOTAIR,CRW2_23S_E_308_nH.db,5.402717931720252
HOTAIR,CRW2_23S_E_312_nH.db,5.108556832694764
HOTAIR,CRW2_23S_E_313_nH.db,5.938697318007663
HOTAIR,CRW2_23S_E_314_nH.db,5.583756345177665
HOTAIR,CRW2_23S_E_315_nH.db,6.2944162436548226
HOTAIR,CRW2_23S_E_321_nH.db,6.87757909215956
HOTAIR,CRW2_23S_E_322_nH.db,5.192572214580467
HOTAIR,CRW2_23S_E_323_nH.db,6.863417982155113
HOTAIR,CRW2_23S_E_324_nH.db,5.250514756348662
HOTAIR,CRW2_23S_E_325_nH.db,6.831445245451425
HOTAIR,CRW2_23S_E_326_nH.db,5.183659457603845
HOTAIR,CRW2_23S_E_327_nH.db,6.3779791876468614
HOTAIR,CRW2_23S_E_328_nH.db,5.236656596173212
HOTAIR,CRW2_23S_E_329_nH.db,5.712319339298004
HOTAIR,CRW2_23S_E_330_nH.db,6.434962147281486
HOTAIR,CRW2_23S_E_334_nH.db,6.308492201039861
HOTAIR,CRW2_23S_E_335_nH.db,5.511265164644714
HOTAIR,CRW2_23S_E_336_nH.db,6.822077476859787
HOTAIR,CRW2_23S_E_337_nH.db,5.382242029482345
HOTAIR,CRW2_23S_E_342_nH.db,6.206896551724138
HOTAIR,CRW2_23S_E_343_nH.db,5.760607105898586
HOTAIR,CRW2_23S_E_346_nH.db,4.035664007508212
HOTAIR,CRW2_23S_E_347_nH.db,3.941811356170812
HOTAIR,CRW2_23S_E_348_nH.db,4.831873410567957
HOTAIR,CRW2_23S_E_349_nH.db,4.831873410567957
HOTAIR,CRW2_23S_E_350_nH.db,4.747103701610625
HOTAIR,CRW2_23S_E_351_nH.db,4.7771628313428485
HOTAIR,CRW2_23S_E_352_nH.db,4.573259539761142
HOTAIR,CRW2_23S_E_353_nH.db,5.3107344632768365
HOTAIR,CRW2_23S_E_354_nH.db,4.887005649717514
HOTAIR,CRW2_23S_E_355_nH.db,4.924565898092798
HOTAIR,CRW2_23S_E_356_nH.db,5.038428693424423
HOTAIR,CRW2_23S_E_357_nH.db,4.915346805024576
HOTAIR,CRW2_23S_E_358_nH.db,4.3965046422719825
HOTAIR,CRW2_23S_E_359_nH.db,4.314582195521573
HOTAIR,CRW2_23S_E_360_nH.db,4.8061168760240305
HOTAIR,CRW2_23S_E_361_nH.db,4.915346805024576
HOTAIR,CRW2_23S_E_362_nH.db,4.8690205011389525
HOTAIR,CRW2_23S_E_363_nH.db,5.41002277904328
HOTAIR,CRW2_23S_E_364_nH.db,4.365955359332843
HOTAIR,CRW2_23S_E_365_nH.db,3.6029411764705883
HOTAIR,CRW2_23S_E_366_nH.db,4.381643764583873
HOTAIR,CRW2_23S_E_367_nH.db,4.66683951257454
HOTAIR,CRW2_23S_E_368_nH.db,3.9524733268671195
HOTAIR,CRW2_23S_E_370_nH.db,4.244482173174872
HOTAIR,CRW2_23S_E_371_nH.db,7.327586206896552
HOTAIR,CRW2_23S_E_372_nH.db,6.4263322884012535
HOTAIR,CRW2_23S_E_373_nH.db,7.327586206896552
HOTAIR,CRW2_23S_E_374_nH.db,4.466929911154986
HOTAIR,CRW2_23S_E_375_nH.db,4.294175715695952
HOTAIR,CRW2_23S_E_376_nH.db,4.545454545454546
HOTAIR,CRW2_23S_E_377_nH.db,4.545454545454546
HOTAIR,CRW2_23S_E_378_nH.db,5.163656884875847
HOTAIR,CRW2_23S_E_379_nH.db,5.135440180586907
HOTAIR,CRW2_23S_E_380_nH.db,4.829144309517085
HOTAIR,CRW2_23S_E_381_nH.db,5.168031629483197
HOTAIR,CRW2_23S_E_382_nH.db,5.343241330502477
HOTAIR,CRW2_23S_E_383_nH.db,6.581740976645436
HOTAIR,CRW2_23S_E_387_nH.db,6.474564212024191
HOTAIR,CRW2_23S_E_388_nH.db,5.407328352899324
HOTAIR,CRW2_23S_E_389_nH.db,5.32258064516129
HOTAIR,CRW2_23S_E_390_nH.db,5.258064516129032
HOTAIR,CRW2_23S_E_391_nH.db,4.407417360924483
HOTAIR,CRW2_23S_E_392_nH.db,4.488040849234077
HOTAIR,CRW2_23S_E_393_nH.db,3.0478395061728394
HOTAIR,CRW2_23S_E_394_nH.db,3.3950617283950617
HOTAIR,CRW2_23S_E_395_nH.db,3.3950617283950617
HOTAIR,CRW2_23S_E_396_nH.db,5.141242937853107
HOTAIR,CRW2_23S_E_397_nH.db,4.7740112994350286
HOTAIR,CRW2_23S_E_398_nH.db,3.2655576093653726
HOTAIR,CRW2_23S_E_399_nH.db,3.5530909837749025
HOTAIR,CRW2_23S_E_400_nH.db,4.712041884816754
HOTAIR,CRW2_23S_E_401_nH.db,4.712041884816754
HOTAIR,CRW2_23S_E_402_nH.db,4.712041884816754
HOTAIR,CRW2_23S_E_403_nH.db,7.167900272691858
HOTAIR,CRW2_23S_E_404_nH.db,6.2329567588624855
HOTAIR,CRW2_23S_E_405_nH.db,7.167900272691858
HOTAIR,CRW2_23S_E_406_nH.db,7.123287671232877
HOTAIR,CRW2_23S_E_407_nH.db,6.379647749510763
HOTAIR,CRW2_23S_E_408_nH.db,7.123287671232877
HOTAIR,CRW2_23S_E_409_nH.db,7.123287671232877
HOTAIR,CRW2_23S_E_410_nH.db,7.123287671232877
HOTAIR,CRW2_23S_E_411_nH.db,6.262230919765166
HOTAIR,CRW2_23S_E_412_nH.db,7.075098814229249
HOTAIR,CRW2_23S_E_413_nH.db,6.640316205533597
HOTAIR,CRW2_23S_E_414_nH.db,7.075098814229249
HOTAIR,CRW2_23S_E_415_nH.db,4.619640387275242
HOTAIR,CRW2_23S_E_416_nH.db,4.011065006915629
HOTAIR,CRW2_23S_E_417_nH.db,4.8009036995199095
HOTAIR,CRW2_23S_E_418_nH.db,4.94210674950579
HOTAIR,CRW2_23S_E_419_nH.db,4.94210674950579
HOTAIR,CRW2_23S_E_420_nH.db,4.995717956037682
HOTAIR,CRW2_23S_E_421_nH.db,4.881530117042535
HOTAIR,CRW2_23S_E_430_nH.db,4.300518134715026
HOTAIR,CRW2_23S_E_431_nH.db,4.507772020725389
HOTAIR,CRW2_23S_E_432_nH.db,4.37956204379562
HOTAIR,CRW2_23S_E_433_nH.db,5.109489051094891
HOTAIR,CRW2_23S_E_434_nH.db,4.209992391580015
HOTAIR,CRW2_23S_E_435_nH.db,4.311437991377124
HOTAIR,CRW2_23S_E_436_nH.db,4.337111877772301
HOTAIR,CRW2_23S_E_440_nH.db,3.9530155861757397
HOTAIR,CRW2_23S_E_445_nH.db,3.1559781509204936
HOTAIR,CRW2_23S_E_446_nH.db,2.7109043091240137
HOTAIR,CRW2_23S_E_447_nH.db,5.036578503095104
HOTAIR,CRW2_23S_E_448_nH.db,4.867754642656162
HOTAIR,CRW2_23S_E_453_nH.db,4.751257685858021
HOTAIR,CRW2_23S_E_454_nH.db,4.88803932277444
HOTAIR,CRW2_23S_E_455_nH.db,4.944004370390604
HOTAIR,CRW2_23S_E_456_nH.db,5.464121132323897
HOTAIR,CRW2_23S_E_457_nH.db,5.497037524687294
HOTAIR,CRW2_23S_E_458_nH.db,3.9398280802292263
HOTAIR,CRW2_23S_E_459_nH.db,3.7010506208213942
HOTAIR,CRW2_23S_E_460_nH.db,4.769782189137028
HOTAIR,CRW2_23S_E_461_nH.db,4.769782189137028
HOTAIR,CRW2_23S_E_462_nH.db,4.769782189137028
HOTAIR,CRW2_23S_E_464_nH.db,4.6267385750780585
HOTAIR,CRW2_23S_E_465_nH.db,5.36989431590974
HOTAIR,CRW2_23S_E_466_nH.db,5.36989431590974
HOTAIR,CRW2_23S_E_467_nH.db,5.36989431590974
HOTAIR,CRW2_23S_E_470_nH.db,7.040618955512572
HOTAIR,CRW2_23S_E_471_nH.db,6.460348162475822
HOTAIR,CRW2_23S_E_472_nH.db,7.040618955512572
HOTAIR,CRW2_23S_E_473_nH.db,3.8848584132927684
HOTAIR,CRW2_23S_E_474_nH.db,3.9784694593962087
HOTAIR,CRW2_23S_E_475_nH.db,4.362606232294618
HOTAIR,CRW2_23S_E_476_nH.db,4.277620396600566
HOTAIR,CRW2_23S_E_477_nH.db,12.883895131086142
HOTAIR,CRW2_23S_E_478_nH.db,8.838951310861423
HOTAIR,CRW2_23S_E_479_nH.db,9.980928162746345
HOTAIR,CRW2_23S_E_480_nH.db,8.45518118245391
HOTAIR,CRW2_23S_E_482_nH.db,9.115770282588878
HOTAIR,CRW2_23S_E_484_nH.db,6.068407502758367
HOTAIR,CRW2_23S_E_485_nH.db,6.583302684810592
HOTAIR,CRW2_23S_E_486_nH.db,5.566097406704618
HOTAIR,CRW2_23S_E_487_nH.db,8.454810495626822
HOTAIR,CRW2_23S_E_488_nH.db,5.724225173940544
HOTAIR,CRW2_23S_E_489_nH.db,12.60932944606414
HOTAIR,CRW2_23S_E_490_nH.db,9.270386266094421
HOTAIR,CRW2_23S_E_493_nH.db,10.104166666666666
HOTAIR,CRW2_23S_E_494_nH.db,13.645833333333334
HOTAIR,CRW2_23S_E_495_nH.db,9.394205443371378
HOTAIR,CRW2_23S_E_496_nH.db,16.248839368616526
HOTAIR,CRW2_23S_E_497_nH.db,16.248839368616526
HOTAIR,CRW2_23S_E_498_nH.db,8.063492063492063
HOTAIR,CRW2_23S_E_499_nH.db,9.46031746031746
HOTAIR,CRW2_23S_E_500_nH.db,9.943001899936668
HOTAIR,CRW2_23S_E_501_nH.db,8.233058898036733
HOTAIR,CRW2_23S_E_502_nH.db,9.753008233058898
HOTAIR,CRW2_23S_E_503_nH.db,7.16221447928765
HOTAIR,CRW2_23S_E_504_nH.db,7.084785133565622
HOTAIR,CRW2_23S_E_505_nH.db,13.746065057712487
HOTAIR,CRW2_23S_E_506_nH.db,13.746065057712487
HOTAIR,CRW2_23S_E_507_nH.db,9.758656873032528
HOTAIR,CRW2_23S_E_508_nH.db,8.407310704960835
HOTAIR,CRW2_23S_E_509_nH.db,8.407310704960835
HOTAIR,CRW2_23S_E_510_nH.db,8.302872062663186
HOTAIR,CRW2_23S_E_511_nH.db,12.445223488168274
HOTAIR,CRW2_23S_E_512_nH.db,6.222611744084137
HOTAIR,CRW2_23S_E_513_nH.db,7.610350076103501
HOTAIR,CRW2_23S_E_515_nH.db,6.424936386768448
HOTAIR,CRW2_23S_E_516_nH.db,9.923664122137405
HOTAIR,CRW2_23S_E_517_nH.db,7.593014426727411
HOTAIR,CRW2_23S_E_518_nH.db,12.604403948367501
HOTAIR,CRW2_23S_E_522_nH.db,8.468335787923417
HOTAIR,CRW2_23S_E_523_nH.db,6.904761904761905
HOTAIR,CRW2_23S_E_524_nH.db,9.761904761904763
HOTAIR,CRW2_23S_E_525_nH.db,7.160493827160494
HOTAIR,CRW2_23S_E_526_nH.db,12.099644128113878
HOTAIR,CRW2_23S_E_527_nH.db,6.049822064056939
HOTAIR,CRW2_23S_E_528_nH.db,7.3584125671765195
HOTAIR,CRW2_23S_E_529_nH.db,6.118230673832162
HOTAIR,CRW2_23S_E_530_nH.db,6.378044066486278
HOTAIR,CRW2_23S_E_531_nH.db,7.2284499420177815
HOTAIR,CRW2_23S_E_532_nH.db,9.860050890585242
HOTAIR,CRW2_23S_E_533_nH.db,6.361323155216285
HOTAIR,CRW2_23S_E_535_nH.db,6.814210832847991
HOTAIR,CRW2_23S_E_536_nH.db,6.0584958217270195
HOTAIR,CRW2_23S_E_537_nH.db,5.048746518105849
HOTAIR,CRW2_23S_E_541_nH.db,9.96216897856242
HOTAIR,CRW2_23S_E_542_nH.db,7.755359394703657
HOTAIR,CRW2_23S_E_543_nH.db,9.936305732484076
HOTAIR,CRW2_23S_E_544_nH.db,8.02547770700637
HOTAIR,CRW2_23S_E_545_nH.db,7.164404223227753
HOTAIR,CRW2_23S_E_546_nH.db,12.368024132730016
HOTAIR,CRW2_23S_E_547_nH.db,7.71663504111322
HOTAIR,CRW2_23S_E_548_nH.db,9.930423782416192
HOTAIR,CRW2_23S_E_551_nH.db,8.37937384898711
HOTAIR,CRW2_23S_E_552_nH.db,5.138086062941555
HOTAIR,CRW2_23S_E_553_nH.db,5.655526992287918
HOTAIR,CRW2_23S_E_554_nH.db,9.808760024676126
HOTAIR,CRW2_23S_E_555_nH.db,6.7242442936458975
HOTAIR,CRW2_23S_E_556_nH.db,9.891512444160817
HOTAIR,CRW2_23S_E_557_nH.db,6.573069559668156
HOTAIR,CRW2_23S_E_558_nH.db,7.7663671373555845
HOTAIR,CRW2_23S_E_559_nH.db,9.88446726572529
HOTAIR,CRW2_23S_E_561_nH.db,7.894736842105263
HOTAIR,CRW2_23S_E_562_nH.db,8.258258258258259
HOTAIR,CRW2_23S_E_565_nH.db,7.351837959489872
HOTAIR,CRW2_23S_E_566_nH.db,12.978244561140285
HOTAIR,CRW2_23S_E_567_nH.db,12.978244561140285
HOTAIR,CRW2_23S_E_568_nH.db,7.610350076103501
HOTAIR,CRW2_23S_E_569_nH.db,13.089802130898022
HOTAIR,CRW2_23S_E_570_nH.db,6.0528559249786875
HOTAIR,CRW2_23S_E_571_nH.db,11.594202898550725
HOTAIR,CRW2_23S_E_572_nH.db,11.594202898550725
HOTAIR,CRW2_23S_E_573_nH.db,12.431587177482408
HOTAIR,CRW2_23S_E_574_nH.db,7.0367474589523065
HOTAIR,CRW2_23S_E_575_nH.db,12.431587177482408
HOTAIR,CRW2_23S_E_576_nH.db,11.44578313253012
HOTAIR,CRW2_23S_E_577_nH.db,5.851979345955249
HOTAIR,CRW2_23S_E_580_nH.db,8.118971061093248
HOTAIR,CRW2_23S_E_581_nH.db,5.555555555555555
HOTAIR,CRW2_23S_E_582_nH.db,8.664021164021165
HOTAIR,CRW2_23S_E_583_nH.db,10.11378002528445
HOTAIR,CRW2_23S_E_584_nH.db,7.838179519595449
HOTAIR,CRW2_23S_E_585_nH.db,5.859235441229011
HOTAIR,CRW2_23S_E_586_nH.db,6.680957484816005
HOTAIR,CRW2_23S_E_587_nH.db,8.928571428571429
HOTAIR,CRW2_23S_E_590_nH.db,5.252525252525253
HOTAIR,CRW2_23S_E_591_nH.db,4.646464646464646
HOTAIR,CRW2_23S_E_592_nH.db,5.983960518198643
HOTAIR,CRW2_23S_E_593_nH.db,4.780999383096853
HOTAIR,CRW2_23S_E_594_nH.db,6.21381705905056
HOTAIR,CRW2_23S_E_595_nH.db,6.985719799305287
HOTAIR,CRW2_23S_E_596_nH.db,9.82769623484365
HOTAIR,CRW2_23S_E_597_nH.db,6.955966815571155
HOTAIR,CRW2_23S_E_598_nH.db,3.6877523553162854
HOTAIR,CRW2_23S_E_599_nH.db,4.33378196500673
HOTAIR,CRW2_23S_E_600_nH.db,5.218800648298217
HOTAIR,CRW2_23S_E_601_nH.db,5.283630470016208
HOTAIR,CRW2_23S_E_602_nH.db,4.713114754098361
HOTAIR,CRW2_23S_E_603_nH.db,4.947306791569087
HOTAIR,CRW2_23S_E_604_nH.db,5.904196063869291
HOTAIR,CRW2_23S_E_605_nH.db,6.8696620868919425
HOTAIR,CRW2_23S_E_606_nH.db,9.993552546744036
HOTAIR,CRW2_23S_E_607_nH.db,10.38039974210187
HOTAIR,CRW2_23S_E_609_nH.db,8.665269042627534
HOTAIR,CRW2_23S_E_612_nH.db,8.061002178649238
HOTAIR,CRW2_23S_E_617_nH.db,6.681852695520122
HOTAIR,CRW2_23S_E_618_nH.db,6.0364464692482915
HOTAIR,CRW2_23S_E_619_nH.db,7.027027027027027
HOTAIR,CRW2_23S_E_620_nH.db,7.104247104247104
HOTAIR,CRW2_23S_E_621_nH.db,10.218508997429305
HOTAIR,CRW2_23S_E_622_nH.db,5.784061696658098
HOTAIR,CRW2_23S_E_623_nH.db,6.425233644859813
HOTAIR,CRW2_23S_E_624_nH.db,7.087227414330218
HOTAIR,CRW2_23S_E_625_nH.db,9.88446726572529
HOTAIR,CRW2_23S_E_626_nH.db,7.7663671373555845
HOTAIR,CRW2_23S_E_627_nH.db,7.987220447284345
HOTAIR,CRW2_23S_E_628_nH.db,10.159744408945686
HOTAIR,CRW2_23S_E_629_nH.db,5.659121171770972
HOTAIR,CRW2_23S_E_630_nH.db,5.758988015978695
HOTAIR,CRW2_23S_E_631_nH.db,5.779716466739368
HOTAIR,CRW2_23S_E_632_nH.db,6.688476917484551
HOTAIR,CRW2_23S_E_633_nH.db,5.678233438485805
HOTAIR,CRW2_23S_E_634_nH.db,10.094637223974763
HOTAIR,CRW2_23S_E_635_nH.db,6.221937139191789
HOTAIR,CRW2_23S_E_636_nH.db,6.984603830266616
HOTAIR,CRW2_23S_E_637_nH.db,10.198845413726747
HOTAIR,CRW2_23S_E_638_nH.db,6.458880961321817
HOTAIR,CRW2_23S_E_639_nH.db,6.29346314325452
HOTAIR,CRW2_23S_E_640_nH.db,5.389429763560501
HOTAIR,CRW2_23S_E_641_nH.db,5.530094714329361
HOTAIR,CRW2_23S_E_642_nH.db,5.530094714329361
HOTAIR,CRW2_23S_E_643_nH.db,4.582951420714941
HOTAIR,CRW2_23S_E_644_nH.db,6.369426751592357
HOTAIR,CRW2_23S_E_645_nH.db,6.227883934890304
HOTAIR,CRW2_23S_E_646_nH.db,10.229508196721312
HOTAIR,CRW2_23S_E_647_nH.db,6.950819672131147
HOTAIR,CRW2_23S_E_651_nH.db,10.899540380827315
HOTAIR,CRW2_23S_E_652_nH.db,7.944845699277741
HOTAIR,CRW2_23S_E_653_nH.db,4.701471012402654
HOTAIR,CRW2_23S_E_654_nH.db,5.451398903951543
HOTAIR,CRW2_23S_E_655_nH.db,6.163194444444445
HOTAIR,CRW2_23S_E_656_nH.db,12.065972222222221
HOTAIR,CRW2_23S_E_657_nH.db,9.968253968253968
HOTAIR,CRW2_23S_E_658_nH.db,6.5396825396825395
HOTAIR,CRW2_23S_E_659_nH.db,6.28131021194605
HOTAIR,CRW2_23S_E_660_nH.db,6.936416184971098
HOTAIR,CRW2_23S_E_661_nH.db,7.090558766859345
HOTAIR,CRW2_23S_E_662_nH.db,6.319845857418112
HOTAIR,CRW2_23S_E_663_nH.db,8.475609756097562
HOTAIR,CRW2_23S_E_664_nH.db,8.353658536585366
HOTAIR,CRW2_23S_E_665_nH.db,9.085365853658537
HOTAIR,CRW2_GIII_B_18_nH.db,6.999606763664962
HOTAIR,CRW2_GIII_B_1_nH.db,6.97321879737241
HOTAIR,CRW2_GIII_B_2_nH.db,5.0
HOTAIR,CRW2_GIII_B_3_nH.db,6.985294117647059
HOTAIR,CRW2_GIII_E_10_nH.db,13.960546282245827
HOTAIR,CRW2_GIII_E_11_nH.db,5.45593285005723
HOTAIR,CRW2_GIII_E_12_nH.db,8.71951219512195
HOTAIR,CRW2_GIII_E_13_nH.db,5.75302308537926
HOTAIR,CRW2_GIII_E_14_nH.db,7.486263736263736
HOTAIR,CRW2_GIII_E_16_nH.db,10.855263157894736
HOTAIR,CRW2_GIII_E_17_nH.db,8.003857280617165
HOTAIR,CRW2_GIII_E_19_nH.db,6.523605150214593
