Molecola1,Molecola2, LocalComparison
HOTAIR,CRW2_23S_B_261_nH.db,0.5573248407643312
HOTAIR,CRW2_23S_B_262_nH.db,0.5416666666666666
HOTAIR,CRW2_23S_B_263_nH.db,0.47095761381475665
HOTAIR,CRW2_23S_B_264_nH.db,0.5813953488372093
HOTAIR,CRW2_23S_B_265_nH.db,0.45398266611638466
HOTAIR,CRW2_23S_B_272_nH.db,0.4934210526315789
HOTAIR,CRW2_23S_B_273_nH.db,0.5760921747479597
HOTAIR,CRW2_23S_B_274_nH.db,0.4691164972634871
HOTAIR,CRW2_23S_B_275_nH.db,0.6705409029950827
HOTAIR,CRW2_23S_B_276_nH.db,0.5773672055427251
HOTAIR,CRW2_23S_B_277_nH.db,0.5494505494505495
HOTAIR,CRW2_23S_B_69_nH.db,0.6350757205666829
HOTAIR,CRW2_23S_B_74_nH.db,0.5350194552529183
HOTAIR,CRW2_23S_B_75_nH.db,0.5164878823996821
HOTAIR,CRW2_23S_B_76_nH.db,0.5387484459179445
HOTAIR,CRW2_23S_B_77_nH.db,0.53696819496076
HOTAIR,CRW2_23S_B_78_nH.db,0.4788507581803671
HOTAIR,CRW2_23S_B_79_nH.db,0.5337214944201844
HOTAIR,CRW2_23S_B_92_nH.db,0.5293551491819056
HOTAIR,CRW2_23S_B_93_nH.db,0.4707728520988623
HOTAIR,CRW2_23S_B_94_nH.db,0.4928131416837782
HOTAIR,CRW2_23S_B_96_nH.db,0.7827788649706457
HOTAIR,CRW2_23S_B_98_nH.db,0.688298918387414
HOTAIR,CRW2_23S_E_278_nH.db,0.49059689288634506
HOTAIR,CRW2_23S_E_279_nH.db,0.47058823529411764
HOTAIR,CRW2_23S_E_282_nH.db,0.5310457516339869
HOTAIR,CRW2_23S_E_283_nH.db,0.5470887065259867
HOTAIR,CRW2_23S_E_284_nH.db,0.49226441631504925
HOTAIR,CRW2_23S_E_285_nH.db,0.4580690627202255
HOTAIR,CRW2_23S_E_286_nH.db,0.5179430262671106
HOTAIR,CRW2_23S_E_287_nH.db,0.5336617405582923
HOTAIR,CRW2_23S_E_288_nH.db,0.4741209008297116
HOTAIR,CRW2_23S_E_289_nH.db,0.5693371289141927
HOTAIR,CRW2_23S_E_290_nH.db,0.5475166210402815
HOTAIR,CRW2_23S_E_291_nH.db,0.5716619028174765
HOTAIR,CRW2_23S_E_292_nH.db,0.5505308690523004
HOTAIR,CRW2_23S_E_293_nH.db,0.5301794453507341
HOTAIR,CRW2_23S_E_294_nH.db,0.5325218714340053
HOTAIR,CRW2_23S_E_295_nH.db,0.5490196078431373
HOTAIR,CRW2_23S_E_296_nH.db,0.4708438971387179
HOTAIR,CRW2_23S_E_297_nH.db,0.5372217958557176
HOTAIR,CRW2_23S_E_298_nH.db,0.5588822355289421
HOTAIR,CRW2_23S_E_299_nH.db,0.5513981882630957
HOTAIR,CRW2_23S_E_300_nH.db,0.5737704918032787
HOTAIR,CRW2_23S_E_301_nH.db,0.5711954304365565
HOTAIR,CRW2_23S_E_302_nH.db,0.6247559547051933
HOTAIR,CRW2_23S_E_303_nH.db,0.48525569242254574
HOTAIR,CRW2_23S_E_304_nH.db,0.4975124378109453
HOTAIR,CRW2_23S_E_306_nH.db,0.5210420841683366
HOTAIR,CRW2_23S_E_307_nH.db,0.45248868778280543
HOTAIR,CRW2_23S_E_308_nH.db,0.5483744614179397
HOTAIR,CRW2_23S_E_312_nH.db,0.5249343832020997
HOTAIR,CRW2_23S_E_313_nH.db,0.5050505050505051
HOTAIR,CRW2_23S_E_314_nH.db,0.561122244488978
HOTAIR,CRW2_23S_E_315_nH.db,0.5397070161912105
HOTAIR,CRW2_23S_E_321_nH.db,0.5098039215686274
HOTAIR,CRW2_23S_E_322_nH.db,0.5319148936170213
HOTAIR,CRW2_23S_E_323_nH.db,0.509204857030944
HOTAIR,CRW2_23S_E_324_nH.db,0.5725971370143149
HOTAIR,CRW2_23S_E_325_nH.db,0.4707728520988623
HOTAIR,CRW2_23S_E_326_nH.db,0.5325686194182712
HOTAIR,CRW2_23S_E_327_nH.db,0.4580152671755725
HOTAIR,CRW2_23S_E_328_nH.db,0.5239822652156388
HOTAIR,CRW2_23S_E_329_nH.db,0.5349794238683128
HOTAIR,CRW2_23S_E_330_nH.db,0.6289308176100629
HOTAIR,CRW2_23S_E_334_nH.db,0.55577610162763
HOTAIR,CRW2_23S_E_335_nH.db,0.5787515502273667
HOTAIR,CRW2_23S_E_336_nH.db,0.4694835680751174
HOTAIR,CRW2_23S_E_337_nH.db,0.5323505323505323
HOTAIR,CRW2_23S_E_342_nH.db,0.5494505494505495
HOTAIR,CRW2_23S_E_343_nH.db,0.5593288054334798
HOTAIR,CRW2_23S_E_346_nH.db,0.36203775536591676
HOTAIR,CRW2_23S_E_347_nH.db,0.3819918144611187
HOTAIR,CRW2_23S_E_348_nH.db,0.47074646940147946
HOTAIR,CRW2_23S_E_349_nH.db,0.4722550177095632
HOTAIR,CRW2_23S_E_350_nH.db,0.4507405022537025
HOTAIR,CRW2_23S_E_351_nH.db,0.48812235600390497
HOTAIR,CRW2_23S_E_352_nH.db,0.41109969167523125
HOTAIR,CRW2_23S_E_353_nH.db,0.4718570947084597
HOTAIR,CRW2_23S_E_354_nH.db,0.45175863181671505
HOTAIR,CRW2_23S_E_355_nH.db,0.4219409282700422
HOTAIR,CRW2_23S_E_356_nH.db,0.44429254955570746
HOTAIR,CRW2_23S_E_357_nH.db,0.45871559633027525
HOTAIR,CRW2_23S_E_358_nH.db,0.45632333767926986
HOTAIR,CRW2_23S_E_359_nH.db,0.457217504898759
HOTAIR,CRW2_23S_E_360_nH.db,0.5600497822028625
HOTAIR,CRW2_23S_E_361_nH.db,0.5603985056039851
HOTAIR,CRW2_23S_E_362_nH.db,0.4558775643112993
HOTAIR,CRW2_23S_E_363_nH.db,0.5100306018361102
HOTAIR,CRW2_23S_E_364_nH.db,0.3341687552213868
HOTAIR,CRW2_23S_E_365_nH.db,0.3831417624521073
HOTAIR,CRW2_23S_E_366_nH.db,0.3956177723676202
HOTAIR,CRW2_23S_E_367_nH.db,0.3516998827667057
HOTAIR,CRW2_23S_E_368_nH.db,0.34227039361095263
HOTAIR,CRW2_23S_E_370_nH.db,0.4567436861902203
HOTAIR,CRW2_23S_E_371_nH.db,0.6933333333333334
HOTAIR,CRW2_23S_E_372_nH.db,0.594421582075903
HOTAIR,CRW2_23S_E_373_nH.db,0.5357142857142857
HOTAIR,CRW2_23S_E_374_nH.db,0.3939223410241981
HOTAIR,CRW2_23S_E_375_nH.db,0.4284490145672665
HOTAIR,CRW2_23S_E_376_nH.db,0.4801536491677337
HOTAIR,CRW2_23S_E_377_nH.db,0.48440811383590676
HOTAIR,CRW2_23S_E_378_nH.db,0.43993231810490696
HOTAIR,CRW2_23S_E_379_nH.db,0.45219638242894056
HOTAIR,CRW2_23S_E_380_nH.db,0.4498714652956298
HOTAIR,CRW2_23S_E_381_nH.db,0.47090480995627315
HOTAIR,CRW2_23S_E_382_nH.db,0.4661016949152542
HOTAIR,CRW2_23S_E_383_nH.db,0.3605769230769231
HOTAIR,CRW2_23S_E_387_nH.db,0.4037141703673799
HOTAIR,CRW2_23S_E_388_nH.db,0.5082592121982211
HOTAIR,CRW2_23S_E_389_nH.db,0.49056603773584906
HOTAIR,CRW2_23S_E_390_nH.db,0.4686373467916366
HOTAIR,CRW2_23S_E_391_nH.db,0.4243710215216732
HOTAIR,CRW2_23S_E_392_nH.db,0.40765130134838506
HOTAIR,CRW2_23S_E_393_nH.db,0.28310104529616725
HOTAIR,CRW2_23S_E_394_nH.db,0.2638522427440633
HOTAIR,CRW2_23S_E_395_nH.db,0.315059861373661
HOTAIR,CRW2_23S_E_396_nH.db,0.47233468286099867
HOTAIR,CRW2_23S_E_397_nH.db,0.45088566827697263
HOTAIR,CRW2_23S_E_398_nH.db,0.303951367781155
HOTAIR,CRW2_23S_E_399_nH.db,0.33783783783783783
HOTAIR,CRW2_23S_E_400_nH.db,0.525279054497702
HOTAIR,CRW2_23S_E_401_nH.db,0.45871559633027525
HOTAIR,CRW2_23S_E_402_nH.db,0.4063769928102532
HOTAIR,CRW2_23S_E_403_nH.db,0.5744586831639417
HOTAIR,CRW2_23S_E_404_nH.db,0.5879692446856626
HOTAIR,CRW2_23S_E_405_nH.db,0.6816990036706869
HOTAIR,CRW2_23S_E_406_nH.db,0.5767524401064774
HOTAIR,CRW2_23S_E_407_nH.db,0.5898366606170599
HOTAIR,CRW2_23S_E_408_nH.db,0.6831318970047294
HOTAIR,CRW2_23S_E_409_nH.db,0.689289501590668
HOTAIR,CRW2_23S_E_410_nH.db,0.5767524401064774
HOTAIR,CRW2_23S_E_411_nH.db,0.594421582075903
HOTAIR,CRW2_23S_E_412_nH.db,0.6434316353887399
HOTAIR,CRW2_23S_E_413_nH.db,0.5578800557880056
HOTAIR,CRW2_23S_E_414_nH.db,0.5793226381461676
HOTAIR,CRW2_23S_E_415_nH.db,0.40498442367601245
HOTAIR,CRW2_23S_E_416_nH.db,0.45528455284552843
HOTAIR,CRW2_23S_E_417_nH.db,0.4505954296749276
HOTAIR,CRW2_23S_E_418_nH.db,0.4724940938238272
HOTAIR,CRW2_23S_E_419_nH.db,0.4744958481613286
HOTAIR,CRW2_23S_E_420_nH.db,0.4118050789293068
HOTAIR,CRW2_23S_E_421_nH.db,0.42428198433420367
HOTAIR,CRW2_23S_E_430_nH.db,0.3942978465271459
HOTAIR,CRW2_23S_E_431_nH.db,0.4121283485428319
HOTAIR,CRW2_23S_E_432_nH.db,0.42469781117281935
HOTAIR,CRW2_23S_E_433_nH.db,0.44699872286079184
HOTAIR,CRW2_23S_E_434_nH.db,0.3707929264118654
HOTAIR,CRW2_23S_E_435_nH.db,0.35566093657379966
HOTAIR,CRW2_23S_E_436_nH.db,0.3599114064230343
HOTAIR,CRW2_23S_E_440_nH.db,0.3495630461922597
HOTAIR,CRW2_23S_E_445_nH.db,0.3264417845484222
HOTAIR,CRW2_23S_E_446_nH.db,0.28812056737588654
HOTAIR,CRW2_23S_E_447_nH.db,0.4697986577181208
HOTAIR,CRW2_23S_E_448_nH.db,0.4497269514937359
HOTAIR,CRW2_23S_E_453_nH.db,0.5351170568561873
HOTAIR,CRW2_23S_E_454_nH.db,0.40688575899843504
HOTAIR,CRW2_23S_E_455_nH.db,0.4560260586319218
HOTAIR,CRW2_23S_E_456_nH.db,0.48005908419497784
HOTAIR,CRW2_23S_E_457_nH.db,0.5030959752321982
HOTAIR,CRW2_23S_E_458_nH.db,0.3779697624190065
HOTAIR,CRW2_23S_E_459_nH.db,0.37174721189591076
HOTAIR,CRW2_23S_E_460_nH.db,0.46977763858440336
HOTAIR,CRW2_23S_E_461_nH.db,0.45163718479488146
HOTAIR,CRW2_23S_E_462_nH.db,0.42057586541572306
HOTAIR,CRW2_23S_E_464_nH.db,0.433188937020993
HOTAIR,CRW2_23S_E_465_nH.db,0.5160778086542279
HOTAIR,CRW2_23S_E_466_nH.db,0.47586675730795375
HOTAIR,CRW2_23S_E_467_nH.db,0.5160778086542279
HOTAIR,CRW2_23S_E_470_nH.db,0.6845708267509215
HOTAIR,CRW2_23S_E_471_nH.db,0.5890348889895786
HOTAIR,CRW2_23S_E_472_nH.db,0.6148440931049627
HOTAIR,CRW2_23S_E_473_nH.db,0.35704476792090084
HOTAIR,CRW2_23S_E_474_nH.db,0.38649832517392424
HOTAIR,CRW2_23S_E_475_nH.db,0.4384591293454432
HOTAIR,CRW2_23S_E_476_nH.db,0.45001607200257154
HOTAIR,CRW2_23S_E_477_nH.db,1.048951048951049
HOTAIR,CRW2_23S_E_478_nH.db,1.1666666666666667
HOTAIR,CRW2_23S_E_479_nH.db,1.0893246187363834
HOTAIR,CRW2_23S_E_480_nH.db,1.0668563300142246
HOTAIR,CRW2_23S_E_482_nH.db,1.310483870967742
HOTAIR,CRW2_23S_E_484_nH.db,0.6089604175728578
HOTAIR,CRW2_23S_E_485_nH.db,0.6366723259762309
HOTAIR,CRW2_23S_E_486_nH.db,0.5446623093681917
HOTAIR,CRW2_23S_E_487_nH.db,0.9685230024213075
HOTAIR,CRW2_23S_E_488_nH.db,0.4681310767014764
HOTAIR,CRW2_23S_E_489_nH.db,1.0058675607711651
HOTAIR,CRW2_23S_E_490_nH.db,1.1516314779270633
HOTAIR,CRW2_23S_E_493_nH.db,1.343784994400896
HOTAIR,CRW2_23S_E_494_nH.db,1.3647642679900744
HOTAIR,CRW2_23S_E_495_nH.db,1.2584704743465633
HOTAIR,CRW2_23S_E_496_nH.db,1.4161220043572984
HOTAIR,CRW2_23S_E_497_nH.db,1.6009852216748768
HOTAIR,CRW2_23S_E_498_nH.db,1.0630758327427356
HOTAIR,CRW2_23S_E_499_nH.db,0.9406657018813314
HOTAIR,CRW2_23S_E_500_nH.db,1.080691642651297
HOTAIR,CRW2_23S_E_501_nH.db,0.9907997169143666
HOTAIR,CRW2_23S_E_502_nH.db,0.9819967266775778
HOTAIR,CRW2_23S_E_503_nH.db,0.6684491978609626
HOTAIR,CRW2_23S_E_504_nH.db,0.5879692446856626
HOTAIR,CRW2_23S_E_505_nH.db,1.3623978201634876
HOTAIR,CRW2_23S_E_506_nH.db,1.3681592039800996
HOTAIR,CRW2_23S_E_507_nH.db,1.3590033975084939
HOTAIR,CRW2_23S_E_508_nH.db,0.7303712720632989
HOTAIR,CRW2_23S_E_509_nH.db,0.8379888268156425
HOTAIR,CRW2_23S_E_510_nH.db,0.7629107981220657
HOTAIR,CRW2_23S_E_511_nH.db,1.083743842364532
HOTAIR,CRW2_23S_E_512_nH.db,1.091901728844404
HOTAIR,CRW2_23S_E_513_nH.db,1.1695906432748537
HOTAIR,CRW2_23S_E_515_nH.db,0.9769713886950454
HOTAIR,CRW2_23S_E_516_nH.db,1.0108303249097472
HOTAIR,CRW2_23S_E_517_nH.db,1.0008340283569641
HOTAIR,CRW2_23S_E_518_nH.db,1.1661807580174928
HOTAIR,CRW2_23S_E_522_nH.db,0.990916597853014
HOTAIR,CRW2_23S_E_523_nH.db,0.9900990099009901
HOTAIR,CRW2_23S_E_524_nH.db,0.9491525423728814
HOTAIR,CRW2_23S_E_525_nH.db,1.1545293072824157
HOTAIR,CRW2_23S_E_526_nH.db,1.1904761904761905
HOTAIR,CRW2_23S_E_527_nH.db,1.1100832562442182
HOTAIR,CRW2_23S_E_528_nH.db,0.7445323406235458
HOTAIR,CRW2_23S_E_529_nH.db,0.7230004518752824
HOTAIR,CRW2_23S_E_530_nH.db,0.5444646098003629
HOTAIR,CRW2_23S_E_531_nH.db,0.6681514476614699
HOTAIR,CRW2_23S_E_532_nH.db,0.8664259927797834
HOTAIR,CRW2_23S_E_533_nH.db,0.9065550906555091
HOTAIR,CRW2_23S_E_535_nH.db,0.8119925046845722
HOTAIR,CRW2_23S_E_536_nH.db,0.5966587112171837
HOTAIR,CRW2_23S_E_537_nH.db,0.5608974358974359
HOTAIR,CRW2_23S_E_541_nH.db,1.0071942446043165
HOTAIR,CRW2_23S_E_542_nH.db,0.9142053445850914
HOTAIR,CRW2_23S_E_543_nH.db,1.1670313639679066
HOTAIR,CRW2_23S_E_544_nH.db,1.0653409090909092
HOTAIR,CRW2_23S_E_545_nH.db,1.0770505385252693
HOTAIR,CRW2_23S_E_546_nH.db,1.0443864229765014
HOTAIR,CRW2_23S_E_547_nH.db,0.9167842031029619
HOTAIR,CRW2_23S_E_548_nH.db,0.9406657018813314
HOTAIR,CRW2_23S_E_551_nH.db,1.3197969543147208
HOTAIR,CRW2_23S_E_552_nH.db,0.5484460694698354
HOTAIR,CRW2_23S_E_553_nH.db,0.5448601525608427
HOTAIR,CRW2_23S_E_554_nH.db,0.9873060648801129
HOTAIR,CRW2_23S_E_555_nH.db,0.885558583106267
HOTAIR,CRW2_23S_E_556_nH.db,1.0144927536231885
HOTAIR,CRW2_23S_E_557_nH.db,0.9116409537166901
HOTAIR,CRW2_23S_E_558_nH.db,0.931899641577061
HOTAIR,CRW2_23S_E_559_nH.db,0.9516837481698389
HOTAIR,CRW2_23S_E_561_nH.db,0.9365994236311239
HOTAIR,CRW2_23S_E_562_nH.db,1.1560693641618498
HOTAIR,CRW2_23S_E_565_nH.db,0.995850622406639
HOTAIR,CRW2_23S_E_566_nH.db,1.0362694300518134
HOTAIR,CRW2_23S_E_567_nH.db,1.0679611650485437
HOTAIR,CRW2_23S_E_568_nH.db,0.9267059814658803
HOTAIR,CRW2_23S_E_569_nH.db,0.9717314487632509
HOTAIR,CRW2_23S_E_570_nH.db,1.0628875110717448
HOTAIR,CRW2_23S_E_571_nH.db,1.0456273764258555
HOTAIR,CRW2_23S_E_572_nH.db,1.0912698412698412
HOTAIR,CRW2_23S_E_573_nH.db,1.1952191235059761
HOTAIR,CRW2_23S_E_574_nH.db,1.1130136986301369
HOTAIR,CRW2_23S_E_575_nH.db,1.1659192825112108
HOTAIR,CRW2_23S_E_576_nH.db,1.0516252390057361
HOTAIR,CRW2_23S_E_577_nH.db,1.073345259391771
HOTAIR,CRW2_23S_E_580_nH.db,1.159678858162355
HOTAIR,CRW2_23S_E_581_nH.db,0.0
HOTAIR,CRW2_23S_E_582_nH.db,0.8614501076812635
HOTAIR,CRW2_23S_E_583_nH.db,1.1569052783803326
HOTAIR,CRW2_23S_E_584_nH.db,0.9174311926605505
HOTAIR,CRW2_23S_E_585_nH.db,0.5016722408026756
HOTAIR,CRW2_23S_E_586_nH.db,0.5704971475142624
HOTAIR,CRW2_23S_E_587_nH.db,0.9461426491994177
HOTAIR,CRW2_23S_E_590_nH.db,0.45706823375775385
HOTAIR,CRW2_23S_E_591_nH.db,0.4498714652956298
HOTAIR,CRW2_23S_E_592_nH.db,0.5181347150259067
HOTAIR,CRW2_23S_E_593_nH.db,0.41855598186257414
HOTAIR,CRW2_23S_E_594_nH.db,0.6796556411418215
HOTAIR,CRW2_23S_E_595_nH.db,0.6241640659830584
HOTAIR,CRW2_23S_E_596_nH.db,1.0144927536231885
HOTAIR,CRW2_23S_E_597_nH.db,0.9845288326300985
HOTAIR,CRW2_23S_E_598_nH.db,0.44457617071724953
HOTAIR,CRW2_23S_E_599_nH.db,0.48455481526347666
HOTAIR,CRW2_23S_E_600_nH.db,0.44280442804428044
HOTAIR,CRW2_23S_E_601_nH.db,0.4747991234477721
HOTAIR,CRW2_23S_E_602_nH.db,0.4937458854509546
HOTAIR,CRW2_23S_E_603_nH.db,0.4245591116917048
HOTAIR,CRW2_23S_E_604_nH.db,0.734341252699784
HOTAIR,CRW2_23S_E_605_nH.db,0.6364022061943148
HOTAIR,CRW2_23S_E_606_nH.db,0.9509875640087784
HOTAIR,CRW2_23S_E_607_nH.db,1.0144927536231885
HOTAIR,CRW2_23S_E_609_nH.db,1.1547344110854503
HOTAIR,CRW2_23S_E_612_nH.db,0.9764035801464606
HOTAIR,CRW2_23S_E_617_nH.db,0.6065857885615251
HOTAIR,CRW2_23S_E_618_nH.db,0.5671902268760908
HOTAIR,CRW2_23S_E_619_nH.db,0.6227758007117438
HOTAIR,CRW2_23S_E_620_nH.db,0.631768953068592
HOTAIR,CRW2_23S_E_621_nH.db,0.927246790299572
HOTAIR,CRW2_23S_E_622_nH.db,0.8748317631224765
HOTAIR,CRW2_23S_E_623_nH.db,0.5816554809843401
HOTAIR,CRW2_23S_E_624_nH.db,0.6744604316546763
HOTAIR,CRW2_23S_E_625_nH.db,1.0980966325036603
HOTAIR,CRW2_23S_E_626_nH.db,1.003584229390681
HOTAIR,CRW2_23S_E_627_nH.db,0.9978617248752673
HOTAIR,CRW2_23S_E_628_nH.db,1.024140453547915
HOTAIR,CRW2_23S_E_629_nH.db,0.4941087039148613
HOTAIR,CRW2_23S_E_630_nH.db,0.4969418960244648
HOTAIR,CRW2_23S_E_631_nH.db,0.6440532417346501
HOTAIR,CRW2_23S_E_632_nH.db,0.5865102639296188
HOTAIR,CRW2_23S_E_633_nH.db,1.032346868547832
HOTAIR,CRW2_23S_E_634_nH.db,1.072194424588992
HOTAIR,CRW2_23S_E_635_nH.db,0.9824561403508771
HOTAIR,CRW2_23S_E_636_nH.db,0.6479481641468683
HOTAIR,CRW2_23S_E_637_nH.db,1.0877447425670776
HOTAIR,CRW2_23S_E_638_nH.db,0.5744586831639417
HOTAIR,CRW2_23S_E_639_nH.db,0.5903187721369539
HOTAIR,CRW2_23S_E_640_nH.db,0.5595523581135092
HOTAIR,CRW2_23S_E_641_nH.db,0.46710782405605294
HOTAIR,CRW2_23S_E_642_nH.db,0.4452054794520548
HOTAIR,CRW2_23S_E_643_nH.db,0.41279669762641896
HOTAIR,CRW2_23S_E_644_nH.db,0.6150061500615006
HOTAIR,CRW2_23S_E_645_nH.db,0.5633802816901409
HOTAIR,CRW2_23S_E_646_nH.db,0.9679821295606851
HOTAIR,CRW2_23S_E_647_nH.db,0.8540925266903915
HOTAIR,CRW2_23S_E_651_nH.db,0.9774436090225563
HOTAIR,CRW2_23S_E_652_nH.db,0.8771929824561403
HOTAIR,CRW2_23S_E_653_nH.db,0.38822387576835976
HOTAIR,CRW2_23S_E_654_nH.db,0.4809233728759218
HOTAIR,CRW2_23S_E_655_nH.db,0.9918845807033363
HOTAIR,CRW2_23S_E_656_nH.db,1.2596899224806202
HOTAIR,CRW2_23S_E_657_nH.db,0.937950937950938
HOTAIR,CRW2_23S_E_658_nH.db,0.9769713886950454
HOTAIR,CRW2_23S_E_659_nH.db,0.5840071877807727
HOTAIR,CRW2_23S_E_660_nH.db,0.6693440428380187
HOTAIR,CRW2_23S_E_661_nH.db,0.6669630947087595
HOTAIR,CRW2_23S_E_662_nH.db,0.5829596412556054
HOTAIR,CRW2_23S_E_663_nH.db,0.8213552361396304
HOTAIR,CRW2_23S_E_664_nH.db,0.8984105044920525
HOTAIR,CRW2_23S_E_665_nH.db,0.8675078864353313
HOTAIR,CRW2_GIII_B_18_nH.db,0.6337135614702155
HOTAIR,CRW2_GIII_B_1_nH.db,0.8310249307479224
