Molecola1,Molecola2, EditDistance
HOTAIR,CRW2_23S_E_286_nH.db,11.172770995190529
HOTAIR,CRW2_23S_E_287_nH.db,12.151067323481113
HOTAIR,CRW2_23S_E_288_nH.db,10.272619517977088
HOTAIR,CRW2_23S_E_289_nH.db,12.159414396095968
HOTAIR,CRW2_23S_E_290_nH.db,10.24638247946813
HOTAIR,CRW2_23S_E_291_nH.db,12.127398938342182
HOTAIR,CRW2_23S_E_292_nH.db,10.342115611482505
HOTAIR,CRW2_23S_E_293_nH.db,12.112561174551384
HOTAIR,CRW2_23S_E_294_nH.db,11.487257512362115
HOTAIR,CRW2_23S_E_295_nH.db,10.313725490196079
HOTAIR,CRW2_23S_E_296_nH.db,9.561752988047811
HOTAIR,CRW2_23S_E_297_nH.db,10.053722179585566
HOTAIR,CRW2_23S_E_298_nH.db,12.055888223552891
HOTAIR,CRW2_23S_E_299_nH.db,10.319023237495074
HOTAIR,CRW2_23S_E_300_nH.db,12.336065573770494
HOTAIR,CRW2_23S_E_301_nH.db,12.239902080783349
HOTAIR,CRW2_23S_E_302_nH.db,10.191331511128466
HOTAIR,CRW2_23S_E_303_nH.db,11.384845091452034
HOTAIR,CRW2_23S_E_304_nH.db,9.34612651030562
HOTAIR,CRW2_23S_E_306_nH.db,11.943887775551099
HOTAIR,CRW2_23S_E_307_nH.db,9.91704374057315
HOTAIR,CRW2_23S_E_308_nH.db,11.790050920485706
HOTAIR,CRW2_23S_E_312_nH.db,11.398575178102732
HOTAIR,CRW2_23S_E_313_nH.db,9.451659451659456
HOTAIR,CRW2_23S_E_314_nH.db,12.06412825651303
HOTAIR,CRW2_23S_E_315_nH.db,10.061680801850425
HOTAIR,CRW2_23S_E_321_nH.db,10.313725490196079
HOTAIR,CRW2_23S_E_322_nH.db,12.274959083469717
HOTAIR,CRW2_23S_E_323_nH.db,10.41911476694085
HOTAIR,CRW2_23S_E_324_nH.db,12.351738241308796
HOTAIR,CRW2_23S_E_325_nH.db,10.317771675166732
HOTAIR,CRW2_23S_E_326_nH.db,12.290045063498567
HOTAIR,CRW2_23S_E_327_nH.db,9.999999999999998
HOTAIR,CRW2_23S_E_328_nH.db,12.091898428053206
HOTAIR,CRW2_23S_E_329_nH.db,12.222222222222223
HOTAIR,CRW2_23S_E_330_nH.db,10.534591194968556
HOTAIR,CRW2_23S_E_334_nH.db,10.400952759031357
HOTAIR,CRW2_23S_E_335_nH.db,12.195121951219512
HOTAIR,CRW2_23S_E_336_nH.db,10.328638497652587
HOTAIR,CRW2_23S_E_337_nH.db,12.244062244062249
HOTAIR,CRW2_23S_E_342_nH.db,10.28257456828885
HOTAIR,CRW2_23S_E_343_nH.db,11.146624051138632
HOTAIR,CRW2_23S_E_346_nH.db,7.370054305663309
HOTAIR,CRW2_23S_E_347_nH.db,8.922237380627562
HOTAIR,CRW2_23S_E_348_nH.db,10.490921318090118
HOTAIR,CRW2_23S_E_349_nH.db,13.734750098386462
HOTAIR,CRW2_23S_E_350_nH.db,8.757244043786216
HOTAIR,CRW2_23S_E_351_nH.db,8.558411975268465
HOTAIR,CRW2_23S_E_352_nH.db,10.517300445358002
HOTAIR,CRW2_23S_E_353_nH.db,10.583080552746882
HOTAIR,CRW2_23S_E_354_nH.db,8.84156179412714
HOTAIR,CRW2_23S_E_355_nH.db,8.763388510223958
HOTAIR,CRW2_23S_E_356_nH.db,10.457963089542034
HOTAIR,CRW2_23S_E_357_nH.db,13.455657492354744
HOTAIR,CRW2_23S_E_358_nH.db,10.234680573663624
HOTAIR,CRW2_23S_E_359_nH.db,10.287393860222071
HOTAIR,CRW2_23S_E_360_nH.db,8.525202240199125
HOTAIR,CRW2_23S_E_361_nH.db,8.56164383561644
HOTAIR,CRW2_23S_E_362_nH.db,8.824487137740144
HOTAIR,CRW2_23S_E_363_nH.db,10.676640598435904
HOTAIR,CRW2_23S_E_364_nH.db,8.71623503202451
HOTAIR,CRW2_23S_E_365_nH.db,7.772304324028467
HOTAIR,CRW2_23S_E_366_nH.db,9.5861229458308
HOTAIR,CRW2_23S_E_367_nH.db,8.382180539273154
HOTAIR,CRW2_23S_E_368_nH.db,9.184255561893895
HOTAIR,CRW2_23S_E_370_nH.db,7.630306286942501
HOTAIR,CRW2_23S_E_371_nH.db,17.013333333333335
HOTAIR,CRW2_23S_E_372_nH.db,12.940100594421578
HOTAIR,CRW2_23S_E_373_nH.db,11.607142857142861
HOTAIR,CRW2_23S_E_374_nH.db,8.075407990996064
HOTAIR,CRW2_23S_E_375_nH.db,8.968866038274781
HOTAIR,CRW2_23S_E_376_nH.db,9.507042253521124
HOTAIR,CRW2_23S_E_377_nH.db,8.083560399636692
HOTAIR,CRW2_23S_E_378_nH.db,10.524534686971233
HOTAIR,CRW2_23S_E_379_nH.db,8.624031007751942
HOTAIR,CRW2_23S_E_380_nH.db,8.676092544987146
HOTAIR,CRW2_23S_E_381_nH.db,10.494450050454084
HOTAIR,CRW2_23S_E_382_nH.db,12.542372881355934
HOTAIR,CRW2_23S_E_383_nH.db,10.256410256410254
HOTAIR,CRW2_23S_E_387_nH.db,10.536939846588611
HOTAIR,CRW2_23S_E_388_nH.db,12.748835239305379
HOTAIR,CRW2_23S_E_389_nH.db,11.433962264150942
HOTAIR,CRW2_23S_E_390_nH.db,9.589041095890416
HOTAIR,CRW2_23S_E_391_nH.db,8.244922703849655
HOTAIR,CRW2_23S_E_392_nH.db,9.814989024772657
HOTAIR,CRW2_23S_E_393_nH.db,6.968641114982576
HOTAIR,CRW2_23S_E_394_nH.db,8.371312065243464
HOTAIR,CRW2_23S_E_395_nH.db,5.692081495484147
HOTAIR,CRW2_23S_E_396_nH.db,10.492577597840757
HOTAIR,CRW2_23S_E_397_nH.db,8.760064412238322
HOTAIR,CRW2_23S_E_398_nH.db,7.50526069675006
HOTAIR,CRW2_23S_E_399_nH.db,6.12612612612613
HOTAIR,CRW2_23S_E_400_nH.db,9.980302035456335
HOTAIR,CRW2_23S_E_401_nH.db,13.111620795107036
HOTAIR,CRW2_23S_E_402_nH.db,8.377618005626763
HOTAIR,CRW2_23S_E_403_nH.db,11.312417145382236
HOTAIR,CRW2_23S_E_404_nH.db,12.528267752148349
HOTAIR,CRW2_23S_E_405_nH.db,16.098584163607764
HOTAIR,CRW2_23S_E_406_nH.db,11.401952085181899
HOTAIR,CRW2_23S_E_407_nH.db,12.613430127041747
HOTAIR,CRW2_23S_E_408_nH.db,16.39516552811351
HOTAIR,CRW2_23S_E_409_nH.db,16.59597030752916
HOTAIR,CRW2_23S_E_410_nH.db,11.357586512866014
HOTAIR,CRW2_23S_E_411_nH.db,12.757201646090532
HOTAIR,CRW2_23S_E_412_nH.db,16.568364611260055
HOTAIR,CRW2_23S_E_413_nH.db,12.831241283124129
HOTAIR,CRW2_23S_E_414_nH.db,11.408199643493766
HOTAIR,CRW2_23S_E_415_nH.db,8.504672897196263
HOTAIR,CRW2_23S_E_416_nH.db,10.113821138211387
HOTAIR,CRW2_23S_E_417_nH.db,8.690054715159313
HOTAIR,CRW2_23S_E_418_nH.db,10.597367532905844
HOTAIR,CRW2_23S_E_419_nH.db,13.76037959667853
HOTAIR,CRW2_23S_E_420_nH.db,10.535346602608097
HOTAIR,CRW2_23S_E_421_nH.db,8.779373368146215
HOTAIR,CRW2_23S_E_430_nH.db,9.463148316651504
HOTAIR,CRW2_23S_E_431_nH.db,8.007065057403596
HOTAIR,CRW2_23S_E_432_nH.db,10.094740280953939
HOTAIR,CRW2_23S_E_433_nH.db,8.652618135376756
HOTAIR,CRW2_23S_E_434_nH.db,8.3000570450656
HOTAIR,CRW2_23S_E_435_nH.db,9.48429164196799
HOTAIR,CRW2_23S_E_436_nH.db,7.72425249169435
HOTAIR,CRW2_23S_E_440_nH.db,7.116104868913853
HOTAIR,CRW2_23S_E_445_nH.db,5.854189336235038
HOTAIR,CRW2_23S_E_446_nH.db,6.781914893617024
HOTAIR,CRW2_23S_E_447_nH.db,10.671140939597311
HOTAIR,CRW2_23S_E_448_nH.db,8.769675554127854
HOTAIR,CRW2_23S_E_453_nH.db,10.334448160535114
HOTAIR,CRW2_23S_E_454_nH.db,8.419405320813766
HOTAIR,CRW2_23S_E_455_nH.db,10.130293159609117
HOTAIR,CRW2_23S_E_456_nH.db,9.08419497784343
HOTAIR,CRW2_23S_E_457_nH.db,11.648606811145513
HOTAIR,CRW2_23S_E_458_nH.db,8.396328293736499
HOTAIR,CRW2_23S_E_459_nH.db,7.514604354753052
HOTAIR,CRW2_23S_E_460_nH.db,8.612590040714064
HOTAIR,CRW2_23S_E_461_nH.db,13.097478359051562
HOTAIR,CRW2_23S_E_462_nH.db,10.029116790682624
HOTAIR,CRW2_23S_E_464_nH.db,10.029990003332223
HOTAIR,CRW2_23S_E_465_nH.db,13.69591107582374
HOTAIR,CRW2_23S_E_466_nH.db,10.605030591434394
HOTAIR,CRW2_23S_E_467_nH.db,13.69591107582374
HOTAIR,CRW2_23S_E_470_nH.db,16.21906266456029
HOTAIR,CRW2_23S_E_471_nH.db,12.415043044857278
HOTAIR,CRW2_23S_E_472_nH.db,11.286780851998246
HOTAIR,CRW2_23S_E_473_nH.db,8.761329305135956
HOTAIR,CRW2_23S_E_474_nH.db,6.879670188095854
HOTAIR,CRW2_23S_E_475_nH.db,8.236767929846545
HOTAIR,CRW2_23S_E_476_nH.db,9.514625522340081
HOTAIR,CRW2_23S_E_477_nH.db,18.53146853146853
HOTAIR,CRW2_23S_E_478_nH.db,17.91666666666667
HOTAIR,CRW2_23S_E_479_nH.db,17.71968046477851
HOTAIR,CRW2_23S_E_480_nH.db,18.065433854907543
HOTAIR,CRW2_23S_E_482_nH.db,22.479838709677423
HOTAIR,CRW2_23S_E_484_nH.db,12.135711178773379
HOTAIR,CRW2_23S_E_485_nH.db,11.035653650254673
HOTAIR,CRW2_23S_E_486_nH.db,9.658678286129263
HOTAIR,CRW2_23S_E_487_nH.db,17.27199354317999
HOTAIR,CRW2_23S_E_488_nH.db,10.586964350018002
HOTAIR,CRW2_23S_E_489_nH.db,17.770326906957244
HOTAIR,CRW2_23S_E_490_nH.db,22.7447216890595
HOTAIR,CRW2_23S_E_493_nH.db,23.180291153415457
HOTAIR,CRW2_23S_E_494_nH.db,23.945409429280396
HOTAIR,CRW2_23S_E_495_nH.db,21.974830590513072
HOTAIR,CRW2_23S_E_496_nH.db,23.965141612200437
HOTAIR,CRW2_23S_E_497_nH.db,26.47783251231527
HOTAIR,CRW2_23S_E_498_nH.db,17.85967399007796
HOTAIR,CRW2_23S_E_499_nH.db,17.72793053545586
HOTAIR,CRW2_23S_E_500_nH.db,17.579250720461093
HOTAIR,CRW2_23S_E_501_nH.db,17.834394904458595
HOTAIR,CRW2_23S_E_502_nH.db,22.013093289689035
HOTAIR,CRW2_23S_E_503_nH.db,11.363636363636365
HOTAIR,CRW2_23S_E_504_nH.db,12.302125734961555
HOTAIR,CRW2_23S_E_505_nH.db,26.702997275204353
HOTAIR,CRW2_23S_E_506_nH.db,24.626865671641795
HOTAIR,CRW2_23S_E_507_nH.db,23.216308040770105
HOTAIR,CRW2_23S_E_508_nH.db,15.581253804017036
HOTAIR,CRW2_23S_E_509_nH.db,20.60055865921788
HOTAIR,CRW2_23S_E_510_nH.db,15.258215962441312
HOTAIR,CRW2_23S_E_511_nH.db,20.295566502463057
HOTAIR,CRW2_23S_E_512_nH.db,18.926296633303007
HOTAIR,CRW2_23S_E_513_nH.db,20.050125313283207
HOTAIR,CRW2_23S_E_515_nH.db,17.445917655268673
HOTAIR,CRW2_23S_E_516_nH.db,17.61732851985559
HOTAIR,CRW2_23S_E_517_nH.db,19.849874895746456
HOTAIR,CRW2_23S_E_518_nH.db,23.615160349854225
HOTAIR,CRW2_23S_E_522_nH.db,20.478943022295624
HOTAIR,CRW2_23S_E_523_nH.db,16.831683168316836
HOTAIR,CRW2_23S_E_524_nH.db,16.74576271186441
HOTAIR,CRW2_23S_E_525_nH.db,20.692717584369447
HOTAIR,CRW2_23S_E_526_nH.db,20.337301587301592
HOTAIR,CRW2_23S_E_527_nH.db,18.87141535615171
HOTAIR,CRW2_23S_E_528_nH.db,12.098650535132617
HOTAIR,CRW2_23S_E_529_nH.db,12.019882512426571
HOTAIR,CRW2_23S_E_530_nH.db,12.568058076225041
HOTAIR,CRW2_23S_E_531_nH.db,11.536748329621382
HOTAIR,CRW2_23S_E_532_nH.db,17.545126353790618
HOTAIR,CRW2_23S_E_533_nH.db,17.43375174337517
HOTAIR,CRW2_23S_E_535_nH.db,15.053091817613995
HOTAIR,CRW2_23S_E_536_nH.db,10.381861575178997
HOTAIR,CRW2_23S_E_537_nH.db,11.458333333333337
HOTAIR,CRW2_23S_E_541_nH.db,17.553956834532368
HOTAIR,CRW2_23S_E_542_nH.db,17.721518987341767
HOTAIR,CRW2_23S_E_543_nH.db,17.578409919766592
HOTAIR,CRW2_23S_E_544_nH.db,17.755681818181824
HOTAIR,CRW2_23S_E_545_nH.db,17.895608947804476
HOTAIR,CRW2_23S_E_546_nH.db,18.537859007832903
HOTAIR,CRW2_23S_E_547_nH.db,17.630465444287722
HOTAIR,CRW2_23S_E_548_nH.db,17.510853835021713
HOTAIR,CRW2_23S_E_551_nH.db,22.43654822335025
HOTAIR,CRW2_23S_E_552_nH.db,9.762340036563067
HOTAIR,CRW2_23S_E_553_nH.db,10.061750817290227
HOTAIR,CRW2_23S_E_554_nH.db,17.136812411847668
HOTAIR,CRW2_23S_E_555_nH.db,17.370572207084468
HOTAIR,CRW2_23S_E_556_nH.db,17.391304347826086
HOTAIR,CRW2_23S_E_557_nH.db,17.53155680224404
HOTAIR,CRW2_23S_E_558_nH.db,17.992831541218635
HOTAIR,CRW2_23S_E_559_nH.db,17.8623718887262
HOTAIR,CRW2_23S_E_561_nH.db,18.227665706051877
HOTAIR,CRW2_23S_E_562_nH.db,18.744838976052847
HOTAIR,CRW2_23S_E_565_nH.db,19.33609958506224
HOTAIR,CRW2_23S_E_566_nH.db,19.084628670120896
HOTAIR,CRW2_23S_E_567_nH.db,21.94174757281553
HOTAIR,CRW2_23S_E_568_nH.db,19.123841617523162
HOTAIR,CRW2_23S_E_569_nH.db,19.699646643109535
HOTAIR,CRW2_23S_E_570_nH.db,18.334809565987598
HOTAIR,CRW2_23S_E_571_nH.db,19.676806083650188
HOTAIR,CRW2_23S_E_572_nH.db,20.535714285714292
HOTAIR,CRW2_23S_E_573_nH.db,24.40239043824701
HOTAIR,CRW2_23S_E_574_nH.db,20.119863013698634
HOTAIR,CRW2_23S_E_575_nH.db,21.345291479820627
HOTAIR,CRW2_23S_E_576_nH.db,19.69407265774379
HOTAIR,CRW2_23S_E_577_nH.db,18.4257602862254
HOTAIR,CRW2_23S_E_580_nH.db,20.785013380909902
HOTAIR,CRW2_23S_E_581_nH.db,0.0
HOTAIR,CRW2_23S_E_582_nH.db,15.218951902368982
HOTAIR,CRW2_23S_E_583_nH.db,17.570498915401302
HOTAIR,CRW2_23S_E_584_nH.db,17.57233592095977
HOTAIR,CRW2_23S_E_585_nH.db,12.12374581939799
HOTAIR,CRW2_23S_E_586_nH.db,10.554197229013852
HOTAIR,CRW2_23S_E_587_nH.db,18.34061135371179
HOTAIR,CRW2_23S_E_590_nH.db,9.20666013712047
HOTAIR,CRW2_23S_E_591_nH.db,8.643958868894597
HOTAIR,CRW2_23S_E_592_nH.db,8.98100172711571
HOTAIR,CRW2_23S_E_593_nH.db,10.184862225322632
HOTAIR,CRW2_23S_E_594_nH.db,12.369732668781152
HOTAIR,CRW2_23S_E_595_nH.db,11.547035220686585
HOTAIR,CRW2_23S_E_596_nH.db,17.753623188405797
HOTAIR,CRW2_23S_E_597_nH.db,17.580872011251756
HOTAIR,CRW2_23S_E_598_nH.db,8.269116775340846
HOTAIR,CRW2_23S_E_599_nH.db,8.540278619018782
HOTAIR,CRW2_23S_E_600_nH.db,9.77859778597786
HOTAIR,CRW2_23S_E_601_nH.db,9.349890430971508
HOTAIR,CRW2_23S_E_602_nH.db,8.788676761026991
HOTAIR,CRW2_23S_E_603_nH.db,9.242325277596342
HOTAIR,CRW2_23S_E_604_nH.db,12.483801295896324
HOTAIR,CRW2_23S_E_605_nH.db,11.15825201527365
HOTAIR,CRW2_23S_E_606_nH.db,17.556693489392828
HOTAIR,CRW2_23S_E_607_nH.db,18.260869565217387
HOTAIR,CRW2_23S_E_609_nH.db,19.16859122401847
HOTAIR,CRW2_23S_E_612_nH.db,19.772172497965823
HOTAIR,CRW2_23S_E_617_nH.db,11.09185441941074
HOTAIR,CRW2_23S_E_618_nH.db,11.95462478184991
HOTAIR,CRW2_23S_E_619_nH.db,11.476868327402133
HOTAIR,CRW2_23S_E_620_nH.db,12.5
HOTAIR,CRW2_23S_E_621_nH.db,16.547788873038517
HOTAIR,CRW2_23S_E_622_nH.db,15.141318977119788
HOTAIR,CRW2_23S_E_623_nH.db,12.393736017897094
HOTAIR,CRW2_23S_E_624_nH.db,11.465827338129497
HOTAIR,CRW2_23S_E_625_nH.db,17.789165446559295
HOTAIR,CRW2_23S_E_626_nH.db,17.992831541218635
HOTAIR,CRW2_23S_E_627_nH.db,17.818959372772625
HOTAIR,CRW2_23S_E_628_nH.db,18.141916605705923
HOTAIR,CRW2_23S_E_629_nH.db,10.148232611174457
HOTAIR,CRW2_23S_E_630_nH.db,10.89449541284404
HOTAIR,CRW2_23S_E_631_nH.db,12.408759124087588
HOTAIR,CRW2_23S_E_632_nH.db,11.018014243820694
HOTAIR,CRW2_23S_E_633_nH.db,17.20578114246387
HOTAIR,CRW2_23S_E_634_nH.db,17.441029306647604
HOTAIR,CRW2_23S_E_635_nH.db,17.333333333333336
HOTAIR,CRW2_23S_E_636_nH.db,11.187904967602591
HOTAIR,CRW2_23S_E_637_nH.db,17.621464829586653
HOTAIR,CRW2_23S_E_638_nH.db,11.886875828546174
HOTAIR,CRW2_23S_E_639_nH.db,10.389610389610393
HOTAIR,CRW2_23S_E_640_nH.db,11.59072741806555
HOTAIR,CRW2_23S_E_641_nH.db,11.872323861424682
HOTAIR,CRW2_23S_E_642_nH.db,8.972602739726032
HOTAIR,CRW2_23S_E_643_nH.db,9.01272789817682
HOTAIR,CRW2_23S_E_644_nH.db,11.357113571135713
HOTAIR,CRW2_23S_E_645_nH.db,10.543259557344065
HOTAIR,CRW2_23S_E_646_nH.db,17.944899478778854
HOTAIR,CRW2_23S_E_647_nH.db,17.437722419928825
HOTAIR,CRW2_23S_E_651_nH.db,18.270676691729328
HOTAIR,CRW2_23S_E_652_nH.db,18.34795321637427
HOTAIR,CRW2_23S_E_653_nH.db,9.317373018440634
HOTAIR,CRW2_23S_E_654_nH.db,8.30394357165758
HOTAIR,CRW2_23S_E_655_nH.db,18.485121731289446
HOTAIR,CRW2_23S_E_656_nH.db,19.96124031007752
HOTAIR,CRW2_23S_E_657_nH.db,17.748917748917748
HOTAIR,CRW2_23S_E_658_nH.db,17.585484996510814
HOTAIR,CRW2_23S_E_659_nH.db,12.039532794249775
HOTAIR,CRW2_23S_E_660_nH.db,11.28960285586792
HOTAIR,CRW2_23S_E_661_nH.db,11.382836816362829
HOTAIR,CRW2_23S_E_662_nH.db,12.017937219730946
HOTAIR,CRW2_23S_E_663_nH.db,17.522245037645444
HOTAIR,CRW2_23S_E_664_nH.db,17.13890808569454
HOTAIR,CRW2_23S_E_665_nH.db,21.76656151419558
HOTAIR,CRW2_GIII_B_18_nH.db,10.604140261934935
HOTAIR,CRW2_GIII_B_1_nH.db,14.127423822714679
HOTAIR,CRW2_GIII_B_2_nH.db,10.48487360132615
HOTAIR,CRW2_GIII_B_3_nH.db,14.622913068508925
HOTAIR,CRW2_GIII_E_10_nH.db,29.454545454545457
HOTAIR,CRW2_GIII_E_11_nH.db,10.225872689938399
HOTAIR,CRW2_GIII_E_12_nH.db,16.82368775235532
HOTAIR,CRW2_GIII_E_13_nH.db,9.7599370326643
HOTAIR,CRW2_GIII_E_14_nH.db,19.372128637059728
HOTAIR,CRW2_GIII_E_16_nH.db,25.954198473282442
HOTAIR,CRW2_GIII_E_17_nH.db,24.056094929881333
HOTAIR,CRW2_GIII_E_19_nH.db,22.22222222222222
HOTAIR,CRW2_GIII_E_20_nH.db,31.68141592920354
HOTAIR,CRW2_GIII_E_21_nH.db,30.335365853658537
