Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database, Description, Benchmark ID, Reference
--, 1jgo,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgo, PDB_tRNA_U_239, --
--, 1jgo,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgo, PDB_tRNA_U_240, --
--, 1jgp,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgp, PDB_tRNA_U_241, --
--, 1jgp,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgp, PDB_tRNA_U_242, --
--, 1jgq,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgq, PDB_tRNA_U_243, --
--, 1jgq,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1jgq, PDB_tRNA_U_244, --
Escherichia coli, 1mj1,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1mj1,PDB_tRNA_B_245, --
--, 1n77,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1n77, PDB_tRNA_U_246, --
--, 1n78,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1n78, PDB_tRNA_U_247, --
--, 1o0b,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1o0b, PDB_tRNA_U_248, --
--, 1o0c,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1o0c, PDB_tRNA_U_249, --
Escherichia coli, 1qf6,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qf6,PDB_tRNA_B_252, --
Escherichia coli, 1qrs,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qrs,PDB_tRNA_B_253, --
Escherichia coli, 1qrt,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qrt,PDB_tRNA_B_254, --
Escherichia coli, 1qru,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qru,PDB_tRNA_B_255, --
Escherichia coli, 1qtq,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qtq,PDB_tRNA_B_256, --
Staphylococcus aureus, 1qu2,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1qu2,PDB_tRNA_B_257, --
Saccharomyces cerevisiae, 1tn1,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1tn1,PDB_tRNA_E_874, --
Saccharomyces cerevisiae, 1tn2,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1tn2,PDB_tRNA_E_875, --
Saccharomyces cerevisiae, 1tra,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1tra,PDB_tRNA_E_876, --
Escherichia coli, 1u0b,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1u0b,PDB_tRNA_B_877, --
Escherichia coli, 1vvj,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vvj,PDB_tRNA_B_878, --
Escherichia coli, 1vy4,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy4,PDB_tRNA_B_879, --
Escherichia coli, 1vy4,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy4,PDB_tRNA_B_880, --
Escherichia coli, 1vy4,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy4,PDB_tRNA_B_881, --
Escherichia coli, 1vy5,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy5,PDB_tRNA_B_882, --
Escherichia coli, 1vy5,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy5,PDB_tRNA_B_883, --
Escherichia coli, 1vy5,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy5,PDB_tRNA_B_884, --
Escherichia coli, 1vy6,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy6,PDB_tRNA_B_887, --
Escherichia coli, 1vy7,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy7,PDB_tRNA_B_885, --
Escherichia coli, 1vy7,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1vy7,PDB_tRNA_B_886, --
--, 1wz2,88,38,50, Yes,1, tRNA,1, (([)()()(])), (([)()()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1wz2, PDB_tRNA_U_888, --
Saccharomyces cerevisiae, 1yfg,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1yfg,PDB_tRNA_E_889, --
--, 1zjw,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1zjw, PDB_tRNA_U_890, --
Escherichia coli, 1zo1,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1zo1,PDB_tRNA_B_891, --
Escherichia coli, 1zo3,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/1zo3,PDB_tRNA_B_892, --
Thermus thermophilus, 2bte,78,30,48, Yes,1, tRNA,1, (([)()()(])), (([)()()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2bte,PDB_tRNA_B_1172, --
Thermus thermophilus, 2byt,78,30,48, Yes,1, tRNA,1, (([)()()(])), (([)()()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2byt,PDB_tRNA_B_1173, --
--, 2cv0,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2cv0, PDB_tRNA_U_1174, --
--, 2cv1,75,33,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2cv1, PDB_tRNA_U_1176, --
--, 2cv2,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2cv2, PDB_tRNA_U_1175, --
--, 2d6f,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2d6f, PDB_tRNA_U_1177, --
--, 2der,74,42,32, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2der, PDB_tRNA_U_1178, --
--, 2det,70,36,34, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2det, PDB_tRNA_U_1180, --
--, 2deu,75,45,30, Yes,1, tRNA,1, (([)()(])), (([)()((]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2deu, PDB_tRNA_U_1179, --
--, 2dr5,32,12,20, No,0, tRNA,0, (), (()), --, Yes, PDB, https://www.rcsb.org/structure/2dr5, PDB_tRNA_U_1181, --
--, 2dr7,33,9,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2dr7, PDB_tRNA_U_1182, --
--, 2dr8,33,9,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2dr8, PDB_tRNA_U_1183, --
--, 2dr9,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2dr9, PDB_tRNA_U_1184, --
--, 2dra,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2dra, PDB_tRNA_U_1185, --
--, 2drb,35,11,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2drb, PDB_tRNA_U_1186, --
--, 2du3,71,31,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2du3, PDB_tRNA_U_1187, --
--, 2du4,71,33,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2du4, PDB_tRNA_U_1188, --
--, 2du5,71,29,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2du5, PDB_tRNA_U_1189, --
--, 2du6,71,29,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2du6, PDB_tRNA_U_1190, --
--, 2dvi,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2dvi, PDB_tRNA_U_1191, --
--, 2dxi,75,31,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2dxi, PDB_tRNA_U_1192, --
Thermus thermophilus, 2iy5,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2iy5,PDB_tRNA_B_954, --
Murine leukemia, 2ms0,71,29,42, Yes,1, tRNA,1, (([)()(])), (([)(())(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2ms0, PDB_tRNA_U_955, --
Murine leukemia, 2ms1,71,33,38, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/2ms1, PDB_tRNA_U_956, --
--, 2nr0,76,40,36, No,0, tRNA,0, (()()()()), (()(())()()), --, Yes, PDB, https://www.rcsb.org/structure/2nr0, PDB_tRNA_U_957, --
Thermus thermophilus, 2om7,74,32,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2om7,PDB_tRNA_B_959, --
--, 2rd2,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2rd2, PDB_tRNA_U_1470, --
--, 2re8,74,34,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2re8, PDB_tRNA_U_1471, --
Saccharomyces cerevisiae, 2tra,73,31,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2tra,PDB_tRNA_E_1472, --
Thermus thermophilus, 2v0g,76,30,46, Yes,1, tRNA,1, (([)()()(])), (([)()()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2v0g,PDB_tRNA_B_1473, --
--, 2zh2,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh2, PDB_tRNA_U_1475, --
--, 2zh3,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh3, PDB_tRNA_U_1476, --
--, 2zh4,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh4, PDB_tRNA_U_1478, --
--, 2zh5,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh5, PDB_tRNA_U_1477, --
--, 2zh6,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh6, PDB_tRNA_U_1479, --
--, 2zh7,33,9,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh7, PDB_tRNA_U_1480, --
synthetic construct, 2zh8,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh8,PDB_tRNA_U_1481, --
--, 2zh9,33,9,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zh9, PDB_tRNA_U_1482, --
--, 2zha,33,9,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zha, PDB_tRNA_U_1484, --
--, 2zhb,34,10,24, No,0, tRNA,0, (), (), --, Yes, PDB, https://www.rcsb.org/structure/2zhb, PDB_tRNA_U_1483, --
Escherichia coli, 2zm5,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2zm5,PDB_tRNA_B_1485, --
--, 2zni,72,30,42, No,0, tRNA,0, (()()()), (()(())()), --, Yes, PDB, https://www.rcsb.org/structure/2zni, PDB_tRNA_U_1486, --
Pyrococcus horikoshii, 2zue,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2zue, PDB_tRNA_A_1487, --
synthetic construct, 2zuf,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2zuf,PDB_tRNA_U_1488, --
Escherichia coli, 2zxu,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/2zxu,PDB_tRNA_B_1489, --
--, 3a2k,77,33,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3a2k, PDB_tRNA_U_1490, --
--, 3akz,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3akz, PDB_tRNA_U_1495, --
synthetic construct, 3al0,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3al0,PDB_tRNA_U_1496, --
Thermus thermophilus, 3b0v,73,43,30, No,0, tRNA,0, (()()()), (((()()(())))), --, Yes, PDB, https://www.rcsb.org/structure/3b0v,PDB_tRNA_B_1497, --
Thermus thermophilus, 3bbv,76,36,40, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3bbv,PDB_tRNA_B_1498, --
Escherichia coli, 3cw5,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3cw5,PDB_tRNA_B_1627, --
Escherichia coli, 3cw6,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3cw6,PDB_tRNA_B_1628, --
Escherichia coli, 3deg,77,37,40, Yes,1, tRNA,1, (([)()(])), (([)()((]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3deg,PDB_tRNA_B_1629, --
--, 3eph,69,29,40, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3eph, PDB_tRNA_U_1631, --
--, 3epj,69,27,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3epj, PDB_tRNA_U_1632, --
--, 3epk,69,27,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3epk, PDB_tRNA_U_1633, --
--, 3epl,69,37,32, No,0, tRNA,0, (()()()), ((()()((())))), --, Yes, PDB, https://www.rcsb.org/structure/3epl, PDB_tRNA_U_1634, --
--, 3epl,69,37,32, No,0, tRNA,0, (()()()), ((()()((())))), --, Yes, PDB, https://www.rcsb.org/structure/3epl, PDB_tRNA_U_1635, --
--, 3foz,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3foz, PDB_tRNA_U_1638, --
--, 3foz,74,30,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3foz, PDB_tRNA_U_1639, --
Bos taurus, 3izy,76,70,6, No,0, tRNA,0, ()(), ()(()), --, Yes, PDB, https://www.rcsb.org/structure/3izy, PDB_tRNA_E_1640, --
Oryctolagus cuniculus, 3j0l,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j0l,PDB_tRNA_E_1644, --
Oryctolagus cuniculus, 3j0o,76,34,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j0o,PDB_tRNA_E_1641, --
Oryctolagus cuniculus, 3j0p,75,41,34, No,0, tRNA,0, (()()()), ((((())()()))), --, Yes, PDB, https://www.rcsb.org/structure/3j0p,PDB_tRNA_E_1642, --
Oryctolagus cuniculus, 3j0p,75,41,34, No,0, tRNA,0, (()()()), ((((())()()))), --, Yes, PDB, https://www.rcsb.org/structure/3j0p,PDB_tRNA_E_1643, --
Oryctolagus cuniculus, 3j0q,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j0q,PDB_tRNA_E_1645, --
Saccharomyces cerevisiae, 3j16,75,33,42, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3j16,PDB_tRNA_E_1646, --
Escherichia coli, 3j46,76,38,38, No,0, tRNA,0, (()()()), (()(())()), --, Yes, PDB, https://www.rcsb.org/structure/3j46,PDB_tRNA_B_1647, --
Escherichia coli, 3j46,76,38,38, No,0, tRNA,0, (()()()), (()(())()), --, Yes, PDB, https://www.rcsb.org/structure/3j46,PDB_tRNA_B_1648, --
Escherichia coli, 3j5s,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j5s,PDB_tRNA_B_1649, --
Oryctolagus cuniculus, 3j5y,88,38,50, Yes,1, tRNA,1, (([)()()(])), (([)()()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j5y,PDB_tRNA_E_1650, --
Plasmodium falciparum, 3j7a,74,56,18, No,0, tRNA,0, (()()()), (()()(())), --, Yes, PDB, https://www.rcsb.org/structure/3j7a,PDB_tRNA_E_1652, --
Sus scrofa, 3j7r,74,48,26, Yes,1, tRNA,1, (([)()(])), ((([)()((])))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j7r,PDB_tRNA_E_1654, --
Sus scrofa, 3j7r,74,48,26, Yes,1, tRNA,1, (([)()(])), ((([)()((])))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j7r,PDB_tRNA_E_1655, --
--, 3j81,74,34,40, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3j81, PDB_tRNA_U_1656, --
Sus scrofa, 3j92,75,33,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j92,PDB_tRNA_E_1657, --
Bacillus subtilis, 3j9w,77,35,42, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3j9w, PDB_tRNA_B_1661, --
Escherichia coli, 3j9y,77,39,38, Yes,1, tRNA,1, (([)()(])), (([)()((]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j9y,PDB_tRNA_B_1660, --
Thermus thermophilus, 3j9z,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j9z,PDB_tRNA_B_1663, --
Thermus thermophilus, 3j9z,77,35,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3j9z,PDB_tRNA_B_1664, --
Thermus thermophilus, 3ja1,77,37,40, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3ja1,PDB_tRNA_B_1662, --
Oryctolagus cuniculus, 3jag,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jag,PDB_tRNA_E_1669, --
Oryctolagus cuniculus, 3jag,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jag,PDB_tRNA_E_1670, --
Oryctolagus cuniculus, 3jah,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jah,PDB_tRNA_E_1665, --
Oryctolagus cuniculus, 3jah,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jah,PDB_tRNA_E_1666, --
Oryctolagus cuniculus, 3jai,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jai,PDB_tRNA_E_1667, --
Oryctolagus cuniculus, 3jai,76,38,38, Yes,1, tRNA,1, (([)()(])), ((([)()(]))), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jai,PDB_tRNA_E_1668, --
Oryctolagus cuniculus, 3jaj,76,36,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jaj,PDB_tRNA_E_1671, --
Oryctolagus cuniculus, 3jan,76,36,40, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jan,PDB_tRNA_E_1673, --
Kluyveromyces lactis, 3jap,75,33,42, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3jap, PDB_tRNA_E_1672, --
Escherichia coli, 3jbn,76,36,40, No,0, tRNA,0, (()()()), (()()()), --, Yes, PDB, https://www.rcsb.org/structure/3jbn,PDB_tRNA_B_1674, --
Escherichia coli, 3jbo,75,33,42, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jbo,PDB_tRNA_B_1675, --
Plasmodium falciparum, 3jbp,74,50,24, No,0, tRNA,0, (()()()), ((()((()))(()))), --, Yes, PDB, https://www.rcsb.org/structure/3jbp,PDB_tRNA_E_1676, --
Escherichia coli, 3jbu,76,46,30, No,0, tRNA,0, (()()()), ((()()())), --, Yes, PDB, https://www.rcsb.org/structure/3jbu,PDB_tRNA_B_1677, --
synthetic construct, 3jcd,76,30,46, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jcd,PDB_tRNA_U_1678, --
synthetic construct, 3jce,76,32,44, Yes,1, tRNA,1, (([)()(])), (([)()(])), (([)(])), Yes, PDB, https://www.rcsb.org/structure/3jce,PDB_tRNA_U_1679, --
